Value,Description
BXP,BILLS OF EXCHANGE PAYABLE
BY,ADDITIONAL CLOSING EXPENSES
BZ,DEFICIENCY JUDGMENT EXPENSES
C,CITY
C0,CURRENT EXPENDITURES
C1,CO-PAYMENT AMOUNT
C2,CHILD RIDER COVERAGE
C3,PRIOR PAYMENT - ESTIMATED
C4,PRIOR PAYMENT - ACTUAL
C5,CLAIM AMOUNT DUE - ESTIMATED
C6,CLAIM AMOUNT DUE - ACTUAL
C7,PAYOR RESPONSIBILITY - ESTIMATED
C8,PAYOR RESPONSIBILITY - ACTUAL
C9,DISALLOWED COST CONTAINMENT - ACTUAL
CA,CONTRACTOR CUMULATIVE TO DATE
CB,COLLECTED BALANCE REQUIRED
CC,CHARGEBACK CLAIM AMOUNT
CD,OVERPAID SECTION 235 SUBSIDY
CE,SUMMARY AMOUNT
CF,APPRAISAL FEES
CG,COMMISSION FEES DEDUCTED
CH,CHANGE AMOUNT
CI,FUNDS HELD FOR INSURED
CJ,OTHER DEDUCTIONS
CJL,"COLLECTIONS, JUDGMENTS, AND LIENS"
CK,BACK END LOAD
CL,OUTSTANDING BALANCE CURRENT LENDER
CM,CLAIMANT REQUESTED TOTAL
CN,SPECIAL ASSESSMENTS
CO,TAXES ON DEED
COA,CORPORATE ASSETS
CP,STATUTORY DISBURSEMENTS
CPO,CLOSING COSTS PAID BY ANY OTHER PARTY OTHER THAN SELLER OR BUYER
CPS,CLOSING COSTS PAID BY SELLER
CQ,NET CLAIM AMOUNT
CR,CONTRACTOR AT COMPLETE
CRC,CONTAINER REPLACEMENT COST
CRL,CONTAINER REPLACEMENT LABOR COST
CRM,CONTAINER REPLACEMENT MATERIAL COST
CS,COMMISSION SALES
CT,CONTRACT
CU,SUBCONTRACTOR CUMULATIVE TO DATE
CV,SUBCONTRACTOR AT COMPLETE
CW,EARNED VALUE
CX,ACTUAL
CY,CUMULATIVE BUDGET
CZ,CUMULATIVE EARNED VALUE
D,PAYOR AMOUNT PAID
D0,ADMINISTRATION AND MANAGEMENT COSTS
D1,DEFERRED COMPENSATION COMMISSIONS
D2,DEDUCTIBLE AMOUNT
D3,DEFERRED COMPENSATION COMMISSIONS AND BONUSES
D4,DEFERRED COMPENSATION
D4D,DOLLAR FOR DOLLAR DEDUCTIONS
D5,DEPENDENT CARE CONTRIBUTION
D6,DISALLOWED COST CONTAINMENT - ESTIMATED
D7,DISPENSING FEE
D8,DISCOUNT AMOUNT
D9,CUMULATIVE ACTUAL
DA,ORIGINAL MORTGAGE
DB,UNAPPLIED SECTION 235 FUNDS
DC,UNAPPLIED BUYDOWN FUND
DD,DIRECT DEPOSIT
DE,ESTIMATE OF DAMAGE
DEI,DELAYED INTEREST
DF,AUTHORIZED BID
DFA,DEFERRED ASSETS
DG,ESCROW BALANCE
DH,TOTAL DISBURSEMENTS
DI,CHARGE OFF
DJ,LIENS AMOUNT ORIGINAL
DK,RELEASE OF LIEN
DL,DEBIT
DLQ,DELINQUENT TAXES
DM,ASSET
DN,LIABILITY
DO,SATISFACTION
DP,EXEMPTION
DPF,DISCOUNT POINTS FINANCED
DPN,DISCOUNT POINTS NOT FINANCED
DPP,DEFAULTED TAX PLAN PAYMENT
DQ,SETTLEMENT
DR,ALIMONY EXPENSE
DS,ALIMONY INCOME
DT,CHILD SUPPORT EXPENSE
DU,CHILD SUPPORT INCOME
DV,SEPARATE MAINTENANCE EXPENSE
DVP,DEVELOPMENT PROPERTIES
DW,SEPARATE MAINTENANCE INCOME
DX,DEDUCTIBLE WAIVED
DY,PER DAY LIMIT
DZ,JOB-RELATED EXPENSE
E,ESTIMATED CREDIT
E0,ADMINISTRATION AND MANAGEMENT INDEMNITY CHARGE
E1,EMPLOYER YEAR TO DATE CONTRIBUTION
E2,EMPLOYEE ANNUAL PLEDGE AMOUNT
E3,EMPLOYEE CURRENT CONTRIBUTION
E4,EMPLOYER PLEDGE AMOUNT
E5,EMPLOYER CURRENT CONTRIBUTION
E6,ELIGIBLE WAGE AMOUNT
E7,EMPLOYEE YEAR TO DATE CONTRIBUTION
E8,EDUCATION CONTRIBUTION
E9,INITIAL FEE
EA,EARNINGS ALLOWANCE
EAA,ADMINISTRATIVE EXPENSES
EAB,AIR TRAVEL EXPENSES
EAC,AMOUNT FORGIVEN
EAD,AMOUNT GUARANTEED
EAE,AMOUNT OVER FAIR MARKET VALUE
EAF,AMOUNT OWED
EAG,AMOUNT PAYABLE
EAH,AMOUNT RAISED
EAI,AMOUNT RECEIVED
EAJ,AMOUNT REFUNDED
EAK,AMOUNT RESCINDED
EAL,ANONYMOUS CONTRIBUTION
EAM,BALANCE OWED
EAN,BANK CHARGES
EAO,BANK LOAN
EAP,BROCHURE EXPENSES
EAQ,BUS TRAVEL EXPENSES
EAR,CONSULTANT EXPENSES
EAS,CORRECTED AMOUNT
EAT,DISABILITY EXPENSES
EAU,DISPOSED AMOUNT
EAV,DRAW AMOUNT
EAW,ELECTION EXPENSES
EAX,ENDORSEMENT AMOUNT
EAY,ENTERTAINMENT EXPENSES
EAZ,EXCESS EXPENSES
EB,COLLECTED BALANCE (EXCESS/DEFICIT)
EBA,EXPECTED EXPENDITURE AMOUNT
EBB,EXPENDITURE AMOUNT
EBC,FAMILY CARE EXPENSES
EBD,FEDERAL SHARE AMOUNT
EBE,FILING FEE
EBG,IN-KIND CONTRIBUTION
EBH,INCURRED AMOUNT
EBI,LOAN AMOUNT PLUS INTEREST
EBJ,LOAN BALANCE
EBK,MATCHING CONTRIBUTION
EBL,MEETING EXPENSES
EBM,MISCELLANEOUS INCOME
EBN,MISCELLANEOUS RECEIPTS
EBO,NEW LOAN AMOUNT
EBP,NEW UNPAID EXPENDITURE
EBQ,NEWSLETTER EXPENSES
EBR,NEWSPAPER ADVERTISING EXPENSES
EBS,NOMINATION EXPENSES
EBT,NON-FEDERAL SHARE
EBU,OFFICE EXPENSES
EBV,OFFICE RENTAL
EBW,ORIGINAL ASSET VALUE
EBX,ORIGINAL LOAN AMOUNT
EBY,PARTY EXPENSES
EBZ,PAYMENT
EC,ALLOWANCE (EXCESS/DEFICIT)
ECA,PERSONAL EXPENSES
ECB,PERSONAL FUNDS
ECC,PLEDGED AMOUNT
ECD,POSTAGE EXPENSES
ECE,PRINTING EXPENSES
ECF,PUBLIC FUNDS
ECG,RADIO ADVERTISING EXPENSES
ECH,REIMBURSED AMOUNT
ECI,REPORTED AMOUNT
ECJ,RETAINER
ECK,SIGN EXPENSES
ECL,SUB-CONTRACT VALUE
ECM,TAX RECEIPTS
ECN,TAXI TRAVEL EXPENSES
ECO,TELECOMMUNICATION EXPENSES
ECP,TELEVISION ADVERTISING EXPENSES
ECQ,UNPAID EXPENDITURE
ECR,UTILITIES EXPENSES
ECS,TOTAL
ECT,SUBTOTAL
ECU,GRAND TOTAL
ECV,INCIDENTAL EXPENSES
ECW,TRANSPORTATION EXPENSES
ECX,GIFT VALUE
ECY,FOOD AND REFRESHMENTS
ECZ,POLLING EXPENSES
ED,ESTIMATED COST OF ATTENDANCE
ED4,TUITION AND REQUIRED FEES
EDB,BOOKS AND SUPPLIES
EE,OTHER EXPENSE
EF,ESTIMATED FINANCIAL AID
EG,OTHER INCOME
EH,AMOUNT OF MORTGAGES AND LIENS
EI,MORTGAGE PAYMENT(S)
EIP,MAINTENANCE EXPENSE ON INCOME PRODUCING PROPERTY
EJ,"INSURANCE, MAINTENANCE, TAXES AND MISCELLANEOUS"
EK,NET RENTAL INCOME
EL,PRESENT MARKET VALUE
EM,GROSS RENTAL INCOME
EN,CANCELLATION FEE
ENP,MAINTENANCE EXPENSE ON NON-INCOME PRODUCING PROPERTY
ENT,ENTITLEMENT AMOUNT
EO,CAPITAL RESERVES
EP,EMPLOYER ANNUAL PLEDGE AMOUNT
EQ,CONDOMINIUM ASSOCIATION FEES
ER,HOMEOWNER ASSOCIATION FEES
ERN,EARNEST MONEY
ES,MORTGAGE INSURANCE PROCEEDS
ET,NET PROCEEDS FROM SALE OF REAL ESTATE PROPERTY
ETD,EVER TO DATE (ETD) CLAIM LOSS
EU,INSURANCE PROCEEDS (PRIMARY SETTLEMENT)
EV,PRESALE PROCEEDS
EW,PLEDGED SAVINGS
EX,AS IS BROKER'S OPINION
EXC,EXPLORATION COSTS
EY,SUBJECT TO BROKER'S OPINION
EZ,UNIFORM COMMERCIAL CODE FILING OFFICE FEE
F,ANNUAL LIMIT
F0,COMMERCIAL STAFF LABOR COSTS
F1,MAXIMUM ALLOWABLE COST (MAC) PENALTY COPAY
F2,PATIENT RESPONSIBILITY - ACTUAL
F3,PATIENT RESPONSIBILITY - ESTIMATED
F4,POSTAGE CLAIMED
F5,PATIENT AMOUNT PAID
F6,PROVIDER RESERVES
F7,SALES TAX
F8,USUAL AND CUSTOMARY CHARGE - ESTIMATED
F9,USUAL AND CUSTOMARY - ACTUAL
FA,COORDINATION FEE
FAR,FEDERAL HOUSING ADMINISTRATION (FHA) APPRAISER REQUIRED REPAIRS A
FB,CALCULATION FEE
FBA,FINAL BALANCE
FC,EXPECTED FAMILY CONTRIBUTION
FD,DIRECT DEPOSIT FLIPPED TO CHECK
FE,FEE
FF,APPLICATION FEE
FG,LICENSING FEE
FH,REGULATORY FEE
FI,FIRST INTEREST PAYMENT AMOUNT
FJ,WAIVER FEE
FK,OTHER UNLISTED AMOUNT
FL,FLOAT
FLA,FIRST LIEN ADVANCE
FM,FAIR MARKET VALUE
FN,FINE
FO,FEES PAID
FOA,FOREIGN ASSETS
FP,FEES PAID YEAR TO DATE
FQ,FIRM CONTRACTOR SHARE
FR,ESTIMATED GOVERNMENT SHARE
FS,EXPENSE
FT,ENDORSEMENT PREMIUM AMOUNT
FU,COMMERCIAL STAFF INDEMNITY CHARGE
FV,FLAT FEE PAID TO DATE
FW,FLAT FEE PAID CURRENT MONTH
FX,ENDORSEMENT
FY,FIRST PAYMENT
FZ,EARNED INCOME
G,COLLATERAL
G0,INITIAL ADJUSTMENT TOTAL
G1,INDICATED VALUE BY SALES COMPARISON APPROACH
G2,INDICATED VALUE BY INCOME APPROACH
G3,PRICE PER UNIT AREA
G4,RECONCILIATION OF FINAL VALUE ESTIMATE
G5,ESTIMATED MONTHLY MARKET RENT
G6,ADJUSTED SALES PRICE
G7,SALES OR FINANCING CONCESSIONS
G8,INDICATED VALUE BY COST APPROACH
G9,AS-IS VALUE OF SITE IMPROVEMENTS
GA,DEPRECIATED VALUE OF IMPROVEMENTS
GAR,GARNISHMENTS
GAT,ANNUAL TAX
GB,"PRICE, HIGH VALUE"
GC,"PRICE, LOW VALUE"
GCB,CORRECTED TAX BILL
GCL,GROSS CLAIM
GD,PHYSICAL DEPRECIATION
GE,FUNCTIONAL DEPRECIATION
GF,EXTERNAL DEPRECIATION
GFD,GIFTS NOT DEPOSITED
GFT,GIFT AMOUNT
GG,ADJUSTED SALES PRICE OF COMPARABLE SALES
GH,PREDOMINATE VALUE
GI,AVERAGE CUSTOMER INCOME
GJ,AVERAGE NEIGHBORHOOD INCOME
GK,AVERAGE CUSTOMER PURCHASE
GL,WEEKLY DOLLAR SALES
GM,AVERAGE CASE SALES
GN,BUY-DOWN
GO,CREDIT LINE
GP,APPRAISAL REPAIR AMOUNT
GQ,BROKERS OPINION REPAIR AMOUNT
GR,CREDIT LINE AVAILABLE
GRC,GROSS CONTRIBUTION
GRD,GRANTS NOT DEPOSITED
GRR,GROSS RESTORATION
GRT,GRANT AMOUNT
GS,SUBSEQUENT ADJUSTMENTS TOTAL
GSP,GOOD STANDING TAX PLAN PAYMENT
GT,GOODS AND SERVICES TAX
GTS,TOTAL SUPPLEMENTAL TAX DUE
GU,TAXES PAID
GUI,TAX INSTALLMENT DUE
GUP,TAX INSTALLMENT PAID
GUS,TOTAL SUPPLEMENTAL TAX PAID
GV,GROSS VALUE
GW,TOTAL CHARGE
GX,TOTAL CREDIT
GY,TOTAL DEBIT
GZ,TOTAL FINANCE CHARGE
H,BID AMOUNT
H0,HOST GOVERNMENT (GOVERNMENT OF THE INSTITUTION) FINANCING FOR EDU
H1,LEGAL RESERVES
H2,CANCELLATION
H3,DEPOSIT INCEPTION TO DATE
H4,DEPOSIT YEAR TO DATE
H5,DUMP IN REMITTANCE
H6,EARNINGS
H7,LIFE INSURANCE CASH VALUE
H8,STRUCTURE VALUE
H9,ORIGINAL LIST PRICE
HA,COIN
HB,CURRENCY
HC,U.S. TREASURY CHECKS
HD,POSTAL MONEY ORDERS
HDA,HOME EQUITY LINE OF CREDIT DRAW AMOUNT
HE,CITY CHECKS
HF,OTHER CHECKS
HG,HOME GOVERNMENT FINANCING FOR EDUCATION
HH,ANNUAL SOCIAL SECURITY WAGES
HI,ANNUAL SOCIAL SECURITY TIPS
HJ,"ANNUAL WAGES, TIPS, AND OTHER COMPENSATION"
HK,SOCIAL SECURITY EMPLOYEE TAX WITHHELD
HL,FEDERAL INCOME TAX WITHHELD
HM,ADVANCE EARNED INCOME CREDIT
HN,COMMISSION
HO,VACATION PAY
HOA,HEAD OFFICE ACCOUNT
HP,GROSS PAY SUBMITTED
HQ,INTERSELL COMMISSION SALES
HR,TOTAL PAYROLL APPROVED
HS,HOLIDAY PAY
HT,OVERTIME PAY
HU,REGULAR PAY
HV,SICK PAY
HW,SPECIAL PAY
HX,CONTRACT PRICE
HY,COMMERCIAL SPACE INCOME
HZ,UTILITIES PAID BY OWNER
HZC,HAZARDOUS CLEAN-UP COST
I,INTEREST
I0,LIFE INSURANCE COVERAGE
I1,INVESTMENT INCOME
I2,INCOME
I3,"PRICE, GROSS LIVING AREA"
I4,TOTAL ESTIMATED RENT
I5,GROSS ANNUAL INCOME
I6,CUSTODIAN'S SALARY
I7,ENGINEER'S SALARY
I8,ELEVATOR OPERATOR'S SALARY
I9,INDICATED VALUE BY MARKET APPROACH ESTIMATE OF MARKET VALUE
IA,ADJUSTED MONTHLY RENT
IB,INVESTABLE BALANCE
IBL,INTER-BANK LOANS
IC,ACCRUED UNPAID INTEREST TO BE CAPITALIZED
ID,IMPORT DUTY AMOUNT
IE,EXCISE TAX AMOUNT
IF,INSPECTION FEE
IG,ADJUSTMENT FOR GROSS LIVING AREA
IH,PREDOMINANT PRICE HIGH
II,IRREGULAR INTEREST PAYMENT AMOUNT
IJ,NET ADJUSTED MONTHLY RENT
IK,INDICATED MONTHLY MARKET RENT
IL,PREDOMINANT PRICE LOW
IM,ADJUSTMENT FOR ROOMS
IN,INSTALLMENT
INB,INSTALLMENT BALANCE AFTER THE CURRENT INSTALLMENT IS APPLIED
IO,ADJUSTMENT FOR BEDROOMS
IP,INTEREST PAYABLE DURING REPAYMENT PERIOD
IPD,INTEREST PER DIEM
IQ,CONTINGENT DEBT
IR,INSURANCE RECOVERY
IS,INDEPENDENT SCHOLARSHIP
ISS,INTEREST SINCE CLAIM SUBMISSION
IT,INCENTIVE FEE
IU,ACCRUED UNPAID INTEREST NOT TO BE CAPITALIZED
IV,UTILITIES ALLOWANCE
IVP,INVESTMENT PROPERTY
IW,FURNITURE ALLOWANCE
IY,DEBENTURES
IZ,ACCOUNT HIGH BALANCE
J,TRUSTEE FEES
J0,LIMITED PARTNERSHIP CAPITAL
J1,CURRENT FACE AMOUNT
J2,ORIGINAL FACE AMOUNT
J3,FIXED DEFAULT NOTE HOLDER'S AMOUNT
J4,INITIAL MONTHLY PAYMENT
J5,ORIGINAL PRINCIPAL AND INTEREST PAYMENT
J6,FINAL PRINCIPAL AND INTEREST PAYMENT
J7,CONVERSION FEE
J8,ENDING BALANCE
J9,BEGINNING BALANCE
JA,ASSESSMENT
JB,EQUITY CLAIMED AS EXEMPT
JC,COUNTER CLAIM
JD,WEEKLY BENEFIT
JE,LEASE
JF,ADMINISTRATIVE LOAD
JG,ASSET COST APPLICABLE TO ENTIRE CONTRACT
JH,ASSET COST APPLICABLE TO PORTION OF CONTRACT
JI,ANNUAL FEE
JJ,COST BASIS
JK,DISABILITY PREMIUM
JL,EMPLOYEE ADDITIONAL CONTRIBUTION
JM,EMPLOYEE MATCH CONTRIBUTION
JN,EMPLOYER CONTRIBUTION
JO,FREE LOOK VALUE
JP,FREE WITHDRAWAL VALUE
JQ,FRONT END LOAD
JR,GUARANTEED MINIMUM DEATH BENEFIT
JS,INTERIM VALUE
JT,MONTHLY RENT
JU,JUDGMENT
JV,LOAN VALUE
JW,MARKET VALUE
JX,MARKET VALUE ADJUSTED VALUE
JY,MARKET VALUE ADJUSTMENT
JZ,NET CONTRACT VALUE
K,ATTORNEY AND TRUSTEE FEES
K0,DISCOUNTED BILLS NOT DUE
K1,UNPAID SECURITY BALANCE
K2,TOTAL UNPAID SECURITY BALANCE
K3,VETERANS AFFAIRS FUNDING FEE
K4,INITIAL TARGET FEE
K5,MINIMUM FEE
K6,MAXIMUM FEE
K7,PRICE
K8,SPECIAL ACCOUNTING CLASSIFICATION REFERENCE NUMBER (ACRN) AMOUNT
K9,NEW PRICE
KA,ESTIMATED CONTRACT
KB,ESTIMATED NET ADJUSTMENT
KC,OBLIGATED
KD,UNDEFINITIZED
KE,ANNUAL REVENUE
KF,NET PAID AMOUNT
KG,NET COLLECTED AMOUNT
KH,DEDUCTION AMOUNT
KI,NET VARIANCE AMOUNT
KJ,MINIMUM CONTRACT AMOUNT
KK,ITEM GROSS AMOUNT
KL,COLLECTED AMOUNT
KM,DISBURSED AMOUNT
KN,GROSS AMOUNT OF PAYMENT
KO,COMMITTED AMOUNT
KP,PRINCIPAL AND INTEREST
KQ,INCREMENTAL ORDER AMOUNT
KR,LIABILITY-LONG TERM
KS,TAXES AND INSURANCE
KT,DEFAULT PRINCIPAL
KU,DEFAULT INTEREST
KV,LIABILITY-SHORT TERM
KW,DEFAULT TAXES AND INSURANCE
KX,MISCELLANEOUS FEE COLLECTIONS
KY,NOT-TO-EXCEED PRICE
KZ,MORTGAGOR'S MONTHLY OBLIGATIONS
L,LOCAL
L0,LIQUID ASSETS
L1,LEGAL CONTRIBUTION
L2,LEASEHOLD INSURANCE AMOUNT
L3,TOTAL UNIDENTIFIED PAYMENTS REJECTED
L4,TOTAL CREDITS RECEIVED
L5,TOTAL DEBITS RECEIVED
L6,TOTAL PRE-ADVICES RECEIVED
L7,TOTAL PRENOTES RECEIVED
L8,TOTAL POST-ADVICES RECEIVED
L9,TOTAL DEBIT FOR SETTLEMENT
LA,DEFINITIZED
LB,DEFINITIZED TOTAL
LC,LESSOR'S COST
LD,INCREMENTAL
LDR,LAND RIGHTS
LE,LOAN ELIGIBILITY AMOUNT
LF,LOAN REMITTANCE OR REPAYMENT
LG,LAUNDRY INCOME
LH,BASELINE
LI,LINE ITEM UNIT PRICE
LJ,LEGAL AND AUDIT
LK,LOAN AMOUNT REQUESTED
LL,LUMP SUM
LM,LIMIT
LN,LIEN PAYOFF
LO,MONEY PURCHASE
LOW,LOWER FUND
LP,LIST PRICE
LPC,TOTAL SUBJECT PROPERTY LIENS PAID BY CLOSING
LPF,LEASE PURCHASE FUNDS
LPY,LEASE PAYMENTS
LQ,MAXIMUM POTENTIAL LIABILITY
LR,TOTAL CREDIT FOR SETTLEMENT
LS,NET SETTLEMENT
LSP,TOTAL LIABILITIES TO BE PAID AT CLOSING NOT INCLUDING SUBJECT PRO
LST,LOSS ON SALE OF PROPERTY
LT,TOTAL AWARD
LU,OPTION AMOUNT
LV,PLANNED PERIODIC PAYMENT
LW,TAX AND INSURANCE ESCROW FUND BALANCE
LX,LOAN EXPENSE
LY,TOTAL REMAINING PRINCIPAL BALANCE FOR THE ISSUER
LZ,DELINQUENT PAYMENT
M,AMOUNT DUE FROM BUYER AT APPRAISAL NOTICE DATE
M0,LOANS FROM OFFICERS
M1,MAXIMUM OUT OF POCKET AMOUNT
M2,MEDICAL CONTRIBUTION
M3,TAX RATE EXPRESSED AS A FLAT FEE
M4,MINIMUM AMOUNT OF TAX TO BE PAID
M5,MINIMUM AMOUNT TO WHICH TAX RATE IS APPLIED
M6,MAXIMUM AMOUNT OF TAX TO BE PAID
M7,MAXIMUM AMOUNT TO WHICH TAX RATE IS APPLIED
M8,MARKUP AMOUNT
M9,NET OF SURRENDER WITHDRAWAL
MA,MAXIMUM AMOUNT
MAD,MISCELLANEOUS ADJUSTMENT
MB,UNDISTRIBUTED BUDGET
MC,COST OF MONEY
MD,MINIMUM DUE
ME,MINIMUM DEFAULT NOTE HOLDER'S COST
MF,ADMINISTRATIVE FEES
MG,MAXIMUM LATE CHARGE
MH,MINIMUM LATE CHARGE
MI,MINIMUM INCENTIVE FEE
MJ,MAXIMUM DEFAULT NOTE HOLDER'S COST
MK,GROSS TO PAY
ML,PRIOR NET INVOICE TOTAL
MM,PAYOUT
MMA,MODIFIED MORTGAGE AMOUNT
MN,MONTHLY LIMIT
MO,MINIMUM ORDER VALUE
MP,MONTHLY PAYMENT AMOUNT
MQ,POST TAX EQUITY AND FISCAL RESPONSIBILITY ACT (TEFRA) COST BASIS
MR,MANAGEMENT RESERVE
MS,PAST-DUE TAXES AND ASSESSMENT REMAINING UNPAID
MT,PRE TAX EQUITY AND FISCAL RESPONSIBILITY ACT (TEFRA) COST BASIS
MU,PREMIUM TAX PAID ON SURRENDER
MV,PREMIUM TAX PAID UP FRONT
MW,SALES LOADS
MX,MAXIMUM INCENTIVE FEE
MY,SURRENDER VALUE
MZ,VALUATION PRICE
N,NET
N0,LOANS OR FINANCIAL BORROWINGS
N1,NET WORTH
N2,INDIVIDUAL INCOME TAXES AND OTHER
N3,CORPORATE INCOME AND EXCESS PROFITS TAX
N4,EXCISE TAXES
N5,ESTATE AND GIFT TAXES
N6,CARRIER TAX ACT TAXES
N7,FEDERAL UNEMPLOYMENT TAX ACT TAXES
N8,MISCELLANEOUS TAXES
N9,WITHHELD AND FEDERAL INSURANCE CONTRIBUTION ACT (FICA) TAXES
NA,NET ADJUSTMENT
NB,NET COMPENSATION POSITION
NBF,NET BENEFIT
NBO,NET WORTH OF BUSINESS OWNED
NC,NEGATIVE COLLECTED BALANCE
NCT,NET CONTRIBUTION
ND,PER PERSON MONTHLY LIMIT
NE,NET BILLED
NF,MONTHLY NET FEE POSITION (EXCESS/DEFICIT)
NG,MEDICARE COPAYMENT
NH,MEDICARE DEDUCTIBLE
NI,MEDICARE PAID
NJ,OTHER INSURANCE PAID AMOUNT
NK,TOTAL IN FORCE AND APPLIED COVERAGE
NL,NEGATIVE LEDGER BALANCE
NM,NON-COLLATERALIZED AMOUNT
NN,TRANSACTION FEE
NO,NON COMMISSION SALES
NP,NET TO PAY TOTAL
NPP,NO TAX PLAN PAYMENT
NQ,ADJUSTED NONRECURRING
NR,NONRECURRING
NRE,NET RESTORATION EXPENSES
NS,NET SAVINGS AMOUNT
NT,UNIT VALUE
NU,REINSURANCE AMOUNT
NV,RENEWAL AMOUNT
NW,RETENTION PER LIFE
NX,RETENTION PER POLICY
NY,NET YEAR TO DATE (EXCESS/DEFICIT)
NZ,EQUALIZATION ACCOUNT
O,COURT COST
O0,EXTRAORDINARY INCOME
O1,AMOUNT OF FIRST MORTGAGE BEING REFINANCED
O2,OTHER FAMILY FINANCING FOR EDUCATION
O3,INTANGIBLE ASSETS WRITTEN OFF
O4,INTEREST PAYABLE
O5,INTEREST RECEIVABLE
O6,JOINT VENTURE RESULTS
O7,LONG TERM DEBT
O8,LONG TERM PROVISIONS
O9,LOSS
OA,PRINCIPAL BALANCE AMOUNT
OB,OUTSTANDING LOAN BALANCE
OC,OPENING BANK CHARGES
OD,DRAFT AMOUNT
OE,MISCELLANEOUS CHARGES
OEQ,OFFICE EQUIPMENT
OF,CONTRACTOR'S OFFER
OG,CABLE CHARGE
OH,HANDLING CHARGES
OI,NON-COMMISSION CHARGES
OJ,MERCHANDISE
OK,LETTER OF CREDIT AMOUNT
OL,OUTSTANDING BALANCE OTHER LENDER
OLA,OTHER LIABILITY AMOUNTS
OM,OTHER MONTHLY INCOME
ON,NEGOTIATING BANK CHARGES
OO,OVERDRAFTS
OP,ORIGINAL PAYMENT TOTAL
OQ,PAYROLL COSTS
OR,LETTER OF CREDIT REMAINING AMOUNT
OS,OTHER SALARIES
OT,COMMISSION AMENDMENT CHARGES
OU,PROFIT
OV,PROFIT AND LOSS DEFICIT
OW,PROFIT AFTER EXTRAORDINARY ITEMS AND BEFORE TAX
OX,PROFIT AFTER TAX AND BEFORE EXTRAORDINARY ITEMS
OY,PAYMENT COMMISSION
OZ,PROFIT DISTRIBUTED TO EMPLOYEES
P,PENALTY
P0,PARENTAL FINANCING FOR EDUCATION
P1,PARTNER'S CALENDAR YEAR SALARY
P2,PRIOR PLAN YEAR GROSS SALARY
P3,PREMIUM AMOUNT
P4,PRIOR YEAR'S WAGE
P5,PARTNER'S TAX YEAR SALARY
P6,PREMIUM DUE
P7,PARTNER'S K1 TAX YEAR AMOUNT
P8,PARTNER'S K1 CALENDAR YEAR AMOUNT
P9,CURRENT MORTGAGE PRINCIPAL BALANCE
PA,PAYMENT CANCELLATION TOTAL
PAD,POLICY ADVANCE
PAN,PENALTY AND INTEREST
PB,BILLED AMOUNT
PBG,PROFIT (LOSS) BEFORE GRANTS
PC,POSITIVE COLLECTED BALANCE
PCA,PROCESSING ALLOWANCE
PCC,PRIOR CONTRACT COST BASIS
PCP,PREVIOUS CLAIM PAYMENTS
PCS,PRIOR CONTRACT SURRENDER CHARGE
PCV,PRIOR CONTRACT VALUE
PD,CREDIT
PE,PLAN PERIOD ELECTION
PEX,PROFIT (LOSS) AFTER EXTRAORDINARY ITEMS AND TAX
PF,PRINCIPAL
PG,PAYOFF
PGR,PROPOSED GROSS RENT FOR THE SUBJECT PROPERTY
PH,PER OCCURRENCE DEDUCTIBLE
PI,PER OCCURRENCE MONTHLY LIMIT
PJ,PAST DUE
PK,PHOTOGRAPH FEE
PL,POSITIVE LEDGER BALANCE
PM,LAST PREMIUM AMOUNT
PN,PRIOR GROSS INVOICE TOTAL
PO,PERCENT OVERRIDE
PP,PAYMENT PRIOR TO ADVANCE
PPN,PENDING NET SALE PROCEEDS FROM NON-REAL ESTATE ASSETS
PPR,PENDING NET SALE PROCEEDS FROM REAL ESTATE ASSETS
PQ,ADVANCE AMOUNT
PR,PER OCCURRENCE LIMIT
PRD,PROPERTY DAMAGE
PRL,PARTIAL PAYROLL PAYMENT
PS,PER OCCURRENCE PER DAY LIMIT
PT,PER OCCURRENCE AGGREGATE LIMIT
PU,UNSECURED PRIORITY CLAIM
PV,PREPETITION CHARGES
PW,PER OCCURRENCE MAXIMUM PER WEEK LIMIT
PX,PER PERSON MAXIMUM PER WEEK LIMIT
PY,PER PERSON PER DAY LIMIT
PZ,ORIGINAL PRINCIPAL BALANCE
Q,AMOUNT OWED TO BUYER AT APPRAISAL NOTICE DATE
Q0,LOANS TO AFFILIATED COMPANIES
Q1,PROPOSED
Q2,1035 EXCHANGE
Q3,401K TRANSFER
Q4,TOTAL PRENOTES ACCEPTED
Q5,TOTAL PRENOTES REJECTED
Q6,AUTOMATIC PREMIUM DEDUCTION
Q7,TOTAL POST-ADVICES ACCEPTED
Q8,TOTAL POST-ADVICES REJECTED
Q9,CASH WITH APPLICATION
QA,COMBINED
QB,CREDIT CARD
QC,DEPOSIT FUND
QD,DIRECT BILLING
QE,DISC PREMIUM
QF,ELECTRONIC FUNDS TRANSFER (EFT)
QG,GOVERNMENT ALLOTMENT
QH,INITIAL PREMIUM
QI,INDIVIDUAL RETIREMENT ACCOUNT 60 DAY ROLLOVER
QJ,INDIVIDUAL RETIREMENT ACCOUNT DIRECT TRANSFER
QK,INDIVIDUAL RETIREMENT ACCOUNT REGULAR CONTRIBUTION
QL,KEOGH/HR 10
QM,KEOGH/HR 10 TRANSFER
QN,QUARTERLY NET FEE POSITION (EXCESS/DEFICIT)
QO,LIST BILLING
QP,MODAL PREMIUM
QQ,PAYROLL TAXES
