Value,Description
KD,EXPENDITURE QUANTITY
KE,ORIGINALS
KF,DUPLICATES
KG,COMPLETED LINE ITEMS
KH,COMPLETED CONTRACTS
KI,ACTIVE CONTRACTS DELINQUENT-BUYING PARTY CAUSED
KJ,ACTIVE CONTRACTS DELINQUENT
KK,ACTIVE CONTRACTS DELINQUENT-CONTRACTOR CAUSED
KL,ACTIVE CONTRACTS DELINQUENT-UNKNOWN CAUSES
KM,ACTIVE LINE ITEMS DELINQUENT
KN,ACTIVE LINE ITEMS DELINQUENT-BUYING PARTY CAUSED
KO,ACTIVE LINE ITEMS DELINQUENT-CONTRACTOR CAUSED
KP,ACTIVE LINE ITEMS DELINQUENT-UNKNOWN CAUSES
KQ,CONTRACTS COMPLETED DELINQUENT-BUYING PARTY CAUSED
KR,CONTRACT COMPLETED DELINQUENT-CONTRACTOR CAUSED
KS,CONTRACTS COMPLETED DELINQUENT-UNKNOWN CAUSES
KU,REPORTED DEFICIENCIES
KV,LINE ITEMS COMPLETED DELINQUENT-BUYING PARTY CAUSED
KW,LINE ITEMS COMPLETED DELINQUENT-CONTRACTOR CAUSED
KX,LINE ITEMS COMPLETED DELINQUENT-UNKNOWN CAUSES
KY,CORRECTIVE ACTION REQUESTS-VERBAL
KZ,CORRECTIVE ACTION REQUESTS-WRITTEN
L2,GUARANTEE FEE BUYUP MAXIMUM
L3,CONTRACT BUYUP
L4,CONTRACT BUYDOWN
L5,GUARANTEE FEE RATE AFTER ALTERNATE PAYMENT METHOD
L6,GUARANTEE FEE RATE AFTER BUYUP OR BUYDOWN
L7,BUYUP OR BUYDOWN RATE PER BASIS POINT
L9,SUBJECT TO LOSS OR ELIMINATION
LA,LIFE-TIME RESERVE - ACTUAL
LB,LOSS ALLOWANCE
LC,LATE PAYMENT PERIOD
LE,LIFE-TIME RESERVE - ESTIMATED
LG,LOSS OR GAIN
LH,LOST GAS
LI,LIQUID INJECTION VOLUME
LK,CORRECTIVE ACTION REQUESTS-METHOD C
LL,CORRECTIVE ACTION REQUESTS-METHOD D
LM,CORRECTIVE ACTION REQUESTS-METHOD E
LN,AGED ACTIVE LINE ITEMS DELINQUENT-CONTRACTOR CAUSED
LO,LOST OIL
LP,LEASE PERIODS
LQ,AGED LINE ITEMS DELINQUENT
LR,AGED LINE ITEMS COMPLETED-CONTRACTOR CAUSED
LS,OIL CONDENSATE SOLD
LT,TARIFF LOSS ALLOWANCE
LU,LIFETIME RESERVE DAYS - APPLIED TO THIS CLAIM
LV,OIL/CONDENSATE VOLUME
LW,LOST WORK TIME ACTUAL
LX,LOST WORK TIME ESTIMATED
LY,LENGTH OF RESIDENCY
LZ,LANES
M1,MATCHING EQUIPMENT
M2,MAXIMUM
M3,TOTAL FEDERAL POINTS
M4,CONTRIBUTIONS
M5,CONTRIBUTORS
M6,ENDORSERS
M7,FUNCTIONS
M8,GUARANTORS
M9,POINTS
MA,MISCELLANEOUS ALLOWANCE
MB,NUMBER OF PUBLIC OFFICIALS
MC,TOTAL NON-FEDERAL POINTS
MD,MILLION DOLLAR ROUNDTABLE CREDITS
ME,MINIMUM NUMBER OF EMPLOYEES
MF,MANUFACTURED
MG,PLEDGES
MH,TOTAL POINTS
MI,MILES
MJ,ATTENDEES
MK,TICKETS SOLD
MM,MAXIMUM MATURITY EXTENSION
MN,MONTH
MO,MINIMUM ORDER PACKAGE LEVEL
MQ,MAXIMUM SHIP QUANTITY
MS,MEASURED QUANTITY
MX,MAXIMUM NUMBER OF EMPLOYEES
N1,NUMBER OF ATTACKS OR OCCURRENCES
N2,NUMBER OF DEAD
N3,NUMBER OF LIVING
N4,NUMBER OF TIMES
N5,MINIMUM FORECAST QUANTITY
N6,MAXIMUM FORECAST QUANTITY
NA,NUMBER OF NON-COVERED DAYS
NB,NUMBER OF UNITS (HOUSING)
NC,NUMBER OF CLAIMANTS
ND,NUMBER OF LATE CHARGES
NE,NON-COVERED - ESTIMATED
NF,NUMBER OF FULL-TIME EMPLOYEES
NG,NUMBER OF NONSUFFICIENT FUND ITEMS
NH,NONCOVERED - ACTUAL
NL,NUMBER OF LEVELS
NN,NUMBER OF HOSPITALS
NO,NUMBER OF PHYSICIANS
NP,NUMBER OF MEMBERS
NQ,NUMBER OF FRANCHISEES
NR,NOT REPLACED BLOOD UNITS
NS,NUMBER OF STATIONS
NT,REPORTS
NU,SINCE LAST TRAVEL
NV,NET
NW,UNTIL NEXT TRAVEL
O1,SCHEDULED RECEIPT
O2,SCHEDULED DELIVERY
O3,OPERATIONAL RECEIPT
O4,OPERATIONAL DELIVERY
O5,ALLOCATED RECEIPT
O6,ALLOCATED DELIVERY
O7,DISTRIBUTED CONFIRMED RECEIPT
O8,DISTRIBUTED CONFIRMED DELIVERY
O9,SCHEDULING TOLERANCE RECEIPT
OA,SCHEDULING TOLERANCE DELIVERY
OB,ENERGY
OC,ORDER COUNT
OD,OTHER MISCELLANEOUS DISPOSITION
OE,NUMBER OF WEEKS PER YEAR
OF,OFF PREMISE SALES QUANTITY
OG,OTHER GAS DISPOSITION
OH,OTHER INJECTION VOLUME
OI,OPENING STATEMENT BALANCE
OL,ORIGINAL LOAN TERM
ON,ON PREMISE SALES QUANTITY
OO,OTHER OIL CONDENSATE DISPOSITION
OQ,OPTIMUM ORDER QUANTITY
OR,ORIGINAL
OT,NUMBER OF OPERATING PERIODS AT FAILURE
OU,OUTLIER DAYS
OV,OVERAGE
OW,OTHER WATER DISPOSITION
P1,PROJECT PHASES
P3,PHYSICAL STATUS III
P4,PHYSICAL STATUS IV
P5,PHYSICAL STATUS V
P6,NUMBER OF SERVICES OR PROCEDURES
P7,PRESCRIPTION DOSAGE
P8,PRESCRIPTION FREQUENCY
P9,NUMBER OF PEOPLE LIVING AT RESIDENCE
PA,PIPELINE ADJUSTMENT OR ALLOWANCE
PB,PRESSURE BASE
PC,PRIOR CUMULATIVE IMBALANCE
PD,PAYMENT DURATION WEEKS
PE,PERIOD OF EMPLOYMENT
PF,GAS USED FOR PLANT FUEL
PG,PERSISTENCY
PH,PROMOTIONAL
PK,PARKING SPACES
PL,PARTIAL BATHS
PO,PERCENTAGE OF ORDERED QUANTITY
PP,PURCHASE OF PRODUCT
PQ,CUMULATIVE QUANTITY REQUIRED PRIOR TO THE FIRST SCHEDULED PERIOD
PR,REQUIREMENT QUANTITY THAT WAS PREVIOUSLY RELEASED
PS,PRESCRIPTION
PT,PATIENTS
PW,PITTED WATER
PX,PRIOR UNITS ACCEPTED
PY,PAID
Q1,MINIMUM QUANTITY TO WHICH TAX RATE APPLIES
Q2,MAXIMUM QUANTITY TO WHICH TAX RATE APPLIES
Q3,QUANTITY EARNED
Q4,QUANTITY CARRIED FORWARD
Q5,NUMBER OF 3 TO 4 YEAR OLDS
Q6,AUTISTIC INDIVIDUALS
Q7,DEAF-BLIND INDIVIDUALS
Q8,HEARING IMPAIRED INDIVIDUALS
Q9,MENTALLY RETARDED INDIVIDUALS
QA,QUANTITY APPROVED
QB,QUANTITY DISPENSED
QC,QUANTITY DISAPPROVED
QD,QUANTITY DELIVERED
QE,QUANTITY DEFERRED
QF,HIGH FABRICATION AUTHORIZATION QUANTITY
QH,QUANTITY ON HOLD
QI,COMMUNITY SERVICE DURATION
QJ,NUMBER OF TIMES DEPORTED
QL,JAIL SENTENCE DURATION
QM,PROBATION DURATION
QN,RESTRICTION DURATION
QO,OPERATING QUANTITY
QP,QUANTITY BY POSITION
QQ,SUSPENDED DURATION
QR,HIGH RAW MATERIAL AUTHORIZATION QUANTITY
QS,QUANTITY PER SKID
QT,PLANT THERMAL REDUCTION
QU,QUANTITY SERVICED
QV,QUANTITY CANCELLED
QW,QUANTITY WITHDRAWN
QX,QUALIFYING WEEKS
QY,REPAYMENT PLAN TERM
R1,REPLENISHMENT (FILL)
R2,INDIVIDUALS WITH ORTHOPEDIC IMPAIRMENT
R3,ESTIMATED REMAINING PHYSICAL LIFE
R4,INDIVIDUALS WITH SPECIFIC LEARNING DISABILITY
R5,AXLES
R6,PLATFORM COUNT
R7,INDIVIDUALS WITH VISUAL IMPAIRMENT
R8,INDIVIDUALS WITH OTHER HEALTH IMPAIRMENT
R9,FUEL
RA,REFILLS AUTHORIZED
RB,REPLACED BLOOD UNITS
RC,NUMBER OF ITEMS AUTHORIZED AT STORE
RD,NUMBER OF ITEMS AUTHORIZED AT WAREHOUSE
RE,GAS RETURNED TO EARTH
RF,NUMBER OF ITEMS IN STOCK
RG,GAS USED FOR REPRESSURING OR PRESSURE MAINTENANCE
RH,NUMBER OF SHELF TAGS
RJ,QUANTITY AVAILABLE ON SHELF
RL,GAS RETURNED TO PROPERTY FOR FUEL
RM,ROOM COUNT
RN,UNITS RENTED
RQ,ROYALTY
RS,NUMBER OF SHELF FACINGS
RT,RETAIL SALES QUANTITY
RW,WATER RE-INJECTED ON PROPERTY
RY,REQUIREMENT QUANTITY
S1,PLANNED UNIT DEVELOPMENT (PUD) UNITS
S2,"ROOMS, FINISHED AREA ABOVE GRADE"
S3,DWELLING AREA
S4,GARAGE OR CARPORT AREA
S5,UNITS FOR SALE
S6,GROSS RENT MULTIPLIER
S7,"AGE, HIGH VALUE"
S8,"AGE, LOW VALUE"
S9,"BEDROOMS, FINISHED AREA ABOVE GRADE"
SA,SHIPMENTS
SB,SOLICITED
SC,"BATHROOMS, FINISHED AREA ABOVE GRADE"
SD,CRIMINAL SENTENCE DURATION
SE,"GROSS LIVING, FINISHED AREA ABOVE GRADE"
SF,SITE
SG,SWAN-GANZ
SH,SHORTAGE
SI,ROOMS
SJ,AREA OF LEVEL
SK,GAS SHRINKAGE
SL,PREDOMINATE AGE
SM,MINIMUM CRIMINAL SENTENCE DURATION
SN,AGE
SO,OIL SEDIMENTATION
SP,DAYS SUPPLY
SQ,PRODUCT SALES AMOUNT
SR,EFFECTIVE AGE
SS,SHARES OF PREFERRED STOCK
ST,STANDARD
SU,FORECASTED SCANNED QUANTITY
SV,SHARES OF COMMON STOCK
SW,SAMPLE AMOUNT
SX,MAXIMUM CRIMINAL SENTENCE DURATION
SY,STATE OR PROVINCE MOTOR VEHICLE PENALTY POINTS
SZ,SEASONAL
T1,TIME UNITS KNOWN
T2,TIME UNITS SPENT ON DUTY
T3,TOTAL DAYS ON MARKET
T4,TOTAL ROOMS
T5,TOTAL NUMBER OF UNITS
T6,TOTAL NUMBER OF UNITS FOR SALE
T7,TIRES
TA,TANK ALLOWANCE
TB,OIL THEFT
TC,TOTAL AT COMPLETE
TD,TOTAL TO DATE
TE,NUMBER OF THEATRES
TG,TOTAL GAS INJECTION VOLUME
TH,THEORETICAL QUANTITY
TI,TOTAL OIL AND/OR CONDENSATE INJECTION VOLUME
TJ,DURATION IN CURRENT JOB
TK,TOTAL OIL AND/OR CONDENSATE DISPOSITION
TM,TOTAL WATER DISPOSITION
TN,TOTAL BEGINNING INVENTORY
TO,TOTAL
TP,TIME IN POSITION
TR,TRIPS
TS,TOTAL NUMBER OF PARKING SPACES
TT,TOTAL PRODUCTION VOLUME
TU,TOTAL ADJUSTMENTS VOLUME
TV,TOTAL GAS DISPOSITION
TW,TOTAL WATER INJECTION VOLUME
TX,TOTAL ENDING INVENTORY
TY,TOTAL SALES VOLUME
U1,FREELANCE COLLECTORS
U2,BRANCH LOCATIONS OWNED
U3,BRANCH LOCATIONS LEASED
UA,UNITS COMPLETED
UB,POULTRY
UC,LIVESTOCK
UD,PASSENGERS
UE,TRAINERS
UF,OPERATORS
UG,GAS USED ON PROPERTY
UH,INSPECTORS
UI,COLLECTORS
UJ,PROFESSIONALS
UK,SUPERVISORS
UL,APPROXIMATE NUMBER OF UNITS FOR SALE PROJECTED
UM,ADMINISTRATORS
UN,PROMOTERS
UO,OIL CONDENSATE USED ON PROPERTY
UP,DIVISIONS
UQ,TABLES
UR,FUEL PUMPS
US,IN-USE
UT,MACHINES
UU,USED
UV,TRADEMARKS USED
UW,AVAILABLE FOR CULTIVATION
UX,FOREMEN
UY,TRAVELLING EMPLOYEES
UZ,FREELANCE SALESPERSONS
V1,RETENTION QUANTITY
V2,AVAILABLE QUANTITY
V3,TRANSFER QUANTITY
V4,SURVEYS IN AVERAGE RATING
V5,VACANCIES
VA,VOLUME SHRINKAGE ADJUSTMENT OR ALLOWANCE
VB,BLANK VOTES
VC,CUMULATIVE EARNED VALUE
VD,SCATTERED VOTES
VE,EARNED VALUE
VF,FEDERAL VOTES
VG,GAS VENTED
VH,SCHEDULE VARIANCE
VI,CUMULATIVE SCHEDULE VARIANCE
VJ,CUMULATIVE VARIANCE
VK,ESTIMATE AT COMPLETE
VL,AT COMPLETE VARIANCE
VM,VARIANCE ADJUSTMENT
VN,NO VOTES
VP,PRESIDENTIAL VOTES
VR,VARIANCE
VS,VISITS
VT,VOTES
VV,VOID VOTES
VY,YES VOTES
W0,BANKRUPTCY PETITIONS
W1,BUYERS
W2,DEBENTURES
W3,DEBENTURES FILED AGAINST DIRECTORS
W4,DETRIMENTAL LEGAL FILINGS AGAINST DIRECTORS
W5,FAILED BUSINESSES OF DIRECTORS
W6,PROFESSORS
W7,SELLERS
W8,SKILLED WORKERS
W9,TRADEMARKS REPRESENTED
WA,TOTAL NUMBER OF WORKERS' COMPENSATION FIRST REPORTS
WB,TOTAL NUMBER OF WORKERS' COMPENSATION SUBSEQUENT REPORTS
WC,TOTAL NUMBER OF WORKERS' COMPENSATION COMBINED REPORTS
WD,UNITS WORKED PER DAY
WE,LIMITED QUANTITY
WG,WEIGHT GAIN
WL,WEIGHT LOSS
WO,OPERATOR'S WORKING INTEREST
WP,NUMBER OF PRODUCING WELLS REMAINING ON PROPERTY OR FACILITY
WR,NUMBER OF PRODUCING WELLS REMAINING ON ROYALTY ACCOUNT
WT,TOTAL WORKING INTEREST
WV,WATER VOLUME
WW,WEEKS WORKED
WX,LICENSE WITHDRAWAL DURATION
WY,LICENSE WITHDRAWALS SENT
X1,PRODUCING WELLS
X6,ASSESSMENT HOURS
X7,DUTY DAYS
X8,CONTRACT DAYS
X9,NUMBER OF DAYS EMPLOYED
XA,TOTAL OF ISSUABLE ASSETS
XB,"TOTAL SYSTEM BACKORDER QUANTITY, HIGH PRIORITY"
XC,"TOTAL SERVICE BACKORDER QUANTITY, HIGH PRIORITY"
XD,"TOTAL SYSTEM BACKORDER QUANTITY, LOW PRIORITY"
XE,"TOTAL SERVICE BACKORDER QUANTITY, LOW PRIORITY"
XG,ON HAND AND DUE-IN
XI,INSTALLMENT PAYMENTS
XJ,OTHER WAR RESERVE MATERIAL REQUIREMENTS PROTECTABLE (OWRMRP) QUAN
XL,APPROXIMATE NUMBER OF UNITS PROJECTED
XN,APPROXIMATE NUMBER OF HOLDERS
XO,CIRCULATING OIL
XT,PROTECTED QUANTITY
XU,RESERVED
XV,REQUISITIONING OBJECTIVE
XX,AUTHORIZED RETENTION LEVEL
XY,SAFETY LEVEL
XZ,BACKORDER LINES
Y1,NUMBER OF LOST CARDS
Y2,NUMBER OF STOLEN CARDS
Y3,NUMBER OF CARDS NOT RECEIVED
Y4,NUMBER OF ACTIVE ACCOUNTS THIS CYCLE
Y5,NUMBER OF OPEN ACCOUNTS
Y6,NUMBER OF ACCOUNTS PAST DUE
Y7,NUMBER OF CARDS OUTSTANDING
YA,TOTAL DEMAND QUANTITY
YB,TOTAL DEMAND ORDERS
YC,FIRST QUARTER RECURRING DEMAND
YD,FIRST QUARTER RECURRING ORDERS
YE,FIRST QUARTER NON-RECURRING DEMAND
YF,FIRST QUARTER NON-RECURRING ORDERS
YG,SECOND QUARTER RECURRING DEMAND
YH,SECOND QUARTER RECURRING ORDERS
YJ,SECOND QUARTER NON-RECURRING DEMAND
YK,SECOND QUARTER NON-RECURRING ORDERS
YL,THIRD QUARTER RECURRING DEMAND
YM,THIRD QUARTER RECURRING ORDERS
YN,THIRD QUARTER NON-RECURRING DEMAND
YP,THIRD QUARTER NON-RECURRING ORDERS
YQ,FOURTH QUARTER RECURRING DEMAND
YR,FOURTH QUARTER RECURRING ORDERS
YS,FOURTH QUARTER NON-RECURRING DEMAND
YT,FOURTH QUARTER NON-RECURRING ORDERS
YU,TRAILERS
YW,REORDER POINT QUANTITY
YX,CONTRACT LINE ITEM QUANTITY
YY,YEARS
Z1,UNITS WORKED LAST DAY
Z2,UNITS WORKED PER WEEK
Z3,UNITS WORKED PER QUARTER
Z4,NUMBER WEEKS PAID
Z6,UNUSED ACCUMULATED SICK DAYS
ZA,FEDERAL MEDICARE OR MEDICAID CLAIM MANDATE - CATEGORY 1
ZB,FEDERAL MEDICARE OR MEDICAID CLAIM MANDATE - CATEGORY 2
ZC,FEDERAL MEDICARE OR MEDICAID CLAIM MANDATE - CATEGORY 3
ZD,FEDERAL MEDICARE OR MEDICAID CLAIM MANDATE - CATEGORY 4
ZE,FEDERAL MEDICARE OR MEDICAID CLAIM MANDATE - CATEGORY 5
ZF,FEDERAL PENSION MANDATE - CATEGORY 1
ZG,FEDERAL PENSION MANDATE - CATEGORY 2
ZH,FEDERAL PENSION MANDATE - CATEGORY 3
ZI,HOLDING PERIOD
ZJ,FEDERAL PENSION MANDATE - CATEGORY 5
ZK,FEDERAL MEDICARE OR MEDICAID PAYMENT MANDATE - CATEGORY 1
ZL,FEDERAL MEDICARE OR MEDICAID PAYMENT MANDATE - CATEGORY 2
ZM,FEDERAL MEDICARE OR MEDICAID PAYMENT MANDATE - CATEGORY 3
ZN,FEDERAL MEDICARE OR MEDICAID PAYMENT MANDATE - CATEGORY 4
ZO,FEDERAL MEDICARE OR MEDICAID PAYMENT MANDATE - CATEGORY 5
ZP,FEDERAL PENSION MANDATE - CATEGORY 4
ZQ,SHARES ADDED
ZR,EXTENDED TERM
ZS,AMORTIZATION TERM
ZT,BEGINNING SHARES
ZU,SHARES DELETED
ZV,QUANTITY OF DEALER LICENSE PLATES
ZW,CURRENT SHARE BALANCE
ZX,SIZE OF HOUSEHOLD
ZY,PROJECT UNITS SOLD
ZZ,MUTUALLY DEFINED
