Value,Description
R18,RELATIVE FRACTION OF TOTAL CELLULOSE
R2,HEMATOCRIT
R3,EPOETIN STARTING DOSAGE
R4,CREATININE
R7,SPEED
R8,SPEED LIMIT
RA,RELATIVE HUMIDITY
RAD,RADIUS
RAF,ROOF ADJUSTMENT FACTOR
RB,RANGE VALUE
RC,RADIUS OF CORNER
RD,READPOINT
RE,REAM WEIGHT
REA,REACTIVITY
RED,REDUCING SUBSTANCE
REF,REFINING
REI,REFRACTIVE INDEX
REL,REFLECTANCE
RES,RESISTANCE
RF,RESISTIVITY
RG,RADIUM
RH,RHENIUM
RI,RUBIDIUM
RJ,ROCKWELL C
RJ,ROCKWELL-C
RK,ROCKWELL-B
RL,REDUCTION RATION
RM,RMS RANGE (SIDE 1)
RMW,REAM WEIGHT
RN,REQUIRED INTERRUPT RELEASE
RO,RESET PULSE WIDTH
ROH,REAR OVER-HANG OF VEHICLE
ROX,OXYGEN FROM A RENEWABLE OXYGENATE
RP,REDUCTION OF AREA
RQ,RADON
RR,REDUCTION RATIO
RS,RMS RANGE (SIDE 2)
RSZ,ROLL SIZE
RT,ROUNDS AMMUNITION/MILITARY
RTB,REPORTING TEMPERATURE BASE
RU,RHODIUM
RUD,"USAGE DEVIATION (APPLIES TO KILOWATT HOURS, KILOWATT DEMAND AND R"
RUN,RUN (PROCESS)
RV,RUTHENIUM
RVP,REID VAPOR PRESSURE
RW,ROLLING WIDTH
RX,RIDGES
RY,RATIO
S,STATE WEIGHT
S1,SMOOTHNESS
S10,PULP IMPURITIES
S12,START
S18,HEMICELLULOSE
S2,SELVEDGE ON BEAM
S3,SHEFFIELD SMOOTHNESS
S4,SURFACE STRENGTH
S5,STIFFNESS
S6,SATURATION
S7,SEDIMENT
S8,SOLUBILITY
S9,SITE ATMOSPHERIC PRESSURE
SA,SORT CODE CIE LAB
SAL,SALINITY; SALT LEVEL IN A SAMPLE OF SEAWATER
SAP,SAPONIFICATION NUMBER
SB,SORT CODE CMC
SC,SCHEDULE NUMBER (PIPE SIZE)
SCH,SCHEDULE
SD,STRENGTH
SE,SELVAGE LEFT
SEV,SEVERITY
SF,SAMARIUM
SFC,SHORT FIBER CONTENT
SG,SLIT WIDTH
SH,STRONTIUM
SHA,SHELF LIFE
SI,SUPPLY CURRENT
SIL,SILICA (SILICON DIOXIDE)
SJ,SHORT CIRCUITS
SK,SHRINKAGE
SL,SHORT LENGTH
SLD,SOLDERABILITY
SLI,SLAGGING INDEX
SM,SHEAR
SMB,SAM-B RATING
SMD,SAM-D RATING
SN,STAIN
SO,SORT CODE CIE LCH
SOD,SOLIDS
SOF,SOFTENING RANGE
SP,SPLINTER COUNT
SPG,SPECIFIC GRAVITY
SPH,SPHERE
SPR,SEPARATOR PRESSURE
SPS,STATIC PRESSURE
SQ,SHIPPED QUANTITY
SR,SELVAGE RIGHT
SS,SILVER
ST,STOP RECOVERY STARTUP TIME
STA,STABILITY
STL,SHORT TERM EXPOSURE LIMIT
STP,STAPLE
SU,SHIPPED UNITS
SUM,SUSPENDED MATTER
SUR,SURFACE ROUGHNESS
SUT,SURFACE TENSION
SV,SCANDIUM
SVL,SURVIVAL
SW,SHORT WIDTH
SX,SODIUM
SXX,S10 MINUS S18 VALUE
SY,SERVICE INTERRUPT DURATION
SZ,SKID HEIGHT
T,TARE WEIGHT
T1,TIRE PRESSURE
T2,TUBE - INSIDE DIAMETER
T3,TECHNICAL
T4,SINGLE END BREAK
T5,SKEIN BREAK
T50,T50
T90,T90
TA,THICKNESS HEAVY END (TAPERED/STEPPED)
TAS,TASTE
TB,THICKNESS SMALL END (TAPERED/STEPPED)
TC,TEMPERATURE
TCL,TIRE TREAD CONTACT LENGTH
TD,THIN ALUMINAS
TDP,PERFORATION TOP DEPTH
TE,TENACITY
TEE,AUTODECOMPOSITION TEMPERATURE
TES,STORAGE TEMPERATURE
TEX,TEXTURE
TF,TENSILE
TG,THIN SULFIDES
TH,THICKNESS
TI,THIN SILICATES
TJ,TOTAL SUPPLY CURRENT
TK,TIMER PULSE WIDTH
TL,TAPERED/STEPPED LENGTH TYPE
TM,LENGTH TYPE: MULTIPLES
TN,TIME PERIOD
TN,TIMER PERIOD
TO,TERBIUM
TOA,AQUATIC TOXICITY
TOR,TORQUE
TOX,TOXIC EMISSIONS PERFORMANCE
TP,THORIUM
TPF,TEMPERATURE FACTOR
TPL,TUBING PRESSURE - FLOWING
TPQ,THRESHOLD PLANNING QUANTITY
TPS,TUBING PRESSURE - SHUTIN
TQ,THIN GLOBULAR OXIDES
TR,LENGTH TYPE: RANDOM
TRA,TRASH AREA
TRC,TRASH COUNT
TRD,TIRE DIAMETER
TRN,TRANSMITTANCE
TRS,TRANSMISSIVITY; MEASURE OF THE QUANTITY OF LIGHT THAT PASSES THRO
TRT,TRANSMISSIVITY PATHLENGTH; THE LENGTH OF THE PATH TAKEN TO ARRIVE
TS,LENGTH TYPE: SPECIFIC
TSZ,TRIM SIZE
TT,TIME
TTL,TRAILER TONGUE LENGTH
TU,TECHNETIUM
TUR,TURBIDITY
TV,THALLIUM
TVD,MAXIMUM TRUE VERTICAL DEPTH
TW,TOP
TWD,TIRE WIDTH
TX,THULIUM
TY,TEAR STRENGTH
U,WEIGHT PER UNIT
UA,URANIUM
UCB,CUBE
UG,USAGE
UNA,UNIPUNCH ADHESION
UNI,UNIFORMITY
UNK,UNKNOWNS
V,OXYGENATION LEVEL
VAD,VAPOR DENSITY
VAP,VAPOR PRESSURE
VBA,V-BEND ADHESION
VCG,VERTICAL CENTER OF GRAVITY
VH,"HEIGHT, VAN DOOR"
VIN,VINYL
VIS,VISCOSITY
VO,VOLTAGE
VOC,VOC EMISSIONS PERFORMANCE
VOL,VOLUME
VOT,VOLATILES
VOV,VOLATILES BY VOLUME
VOW,VOLATILES BY WEIGHT
VSO,VOLUME SPLIT TO OTHERS
VW,"WIDTH, VAN DOOR"
VWT,VOLUME WEIGHT
W,REFORMULATED FUEL LEVEL
WA,WEIGHT PER UNIT OF AREA
WB,WEB
WC,WEB DEPTH/HEIGHT
WD,WIDTH
WD,WIDTH DIMENSION
WDE,WATER DEPTH
WE,WOLFRAM
WEL,WEIGHT LOSS
WF,WAIT RECOVERY STARTUP TIME
WH,WHITENESS
WI,WINDING LOSS
WL,WALL THICKNESS
WM,"WIDTH, MAXIMUM"
WOD,WATER-OIL DISTRIBUTION COEFFICIENT
WPF,WELLHEAD PRESSURE-FLOWING
WPL,WATER/PRODUCT LEVEL
WPS,WELLHEAD PRESSURE SHUTIN
WR,WRINKLES
WRA,WATER TEST RATE
WSK,WIDTH SHRINKAGE
WT,WEIGHT
WTB,WATER/TANK BOTTOM LEVEL
WU,WEIGHT PER UNIT OF LENGTH
WX,WAX PICK
X,MAXIMUM WEIGHT (FOR RATE)
XA,XENON
XH,"SIDE HEIGHT, FLAT BED WITH REMOVABLE SIDES"
XP,SPECIFIED
XQ,SQUARENESS
XZ,SPOOL SIZE
YA,YTTRIUM
YB,YIELD
YC,YTTERBIUM
YD,YARN COUNT
YPE,YIELD POINT ELONGATION
YS,YIELD STRESS
ZAL,ALUMINIUM
ZAL,ALUMINUM
ZAS,ARSENIC
ZB,BORON
ZBI,BISMUTH
ZBT,N-BUTANE
ZBZ,BENZENE
ZC,CARBON
ZCA,CALCIUM
ZCB,COLUMBIUM
ZCD,CARBON DIOXIDE
ZCE,CERIUM
ZCL,CHLORINE
ZCM,CARBON MONOXIDE
ZCO,COBALT
ZCR,CHROMIUM
ZCU,COPPER
ZD,LOAD FACTOR
ZET,ETHANE
ZF,SULFATE SULFUR
ZFE,IRON
ZFL,NEWSPAPER--FULL PAGE
ZFS,IRON PLUS SILICON
ZG,ORGANIC SULFUR
ZGE,GERMANIUM
ZH,HYDROGEN
ZHP,HEPTANE
ZHS,HYDROGEN SULFIDE
ZHX,HEXANE
ZIB,I-BUTANE
ZIP,I-PENTANE
ZK,POTASSIUM
ZMG,MAGNESIUM
ZMN,MANGANESE
ZMO,MOLYBDENUM
ZMT,METHANE
ZN,NITROGEN
ZNA,SODIUM
ZNB,NIOBIUM
ZNI,NICKEL
ZNP,NEO-PENTANE
ZO,OXYGEN
ZOC,OCTANE
ZP,PHOSPHOROUS
ZP,PHOSPHORUS
ZPB,LEAD
ZPP,PROPANE
ZPT,N-PENTANE
ZR,PYRITIC SULFUR
ZS,SULFUR
ZS,SULPHUR
ZSB,ANTIMONY
ZSE,SELENIUM
ZSI,SILICON
ZSL,SILICIUM OXYD
ZSN,TIN
ZTA,TANTALIUM
ZTA,TANTALUM
ZTB,NEWSPAPER--TABLOID PAGE
ZTE,TELLURIUM
ZTI,TITANIUM
ZV,VANADIUM
ZW,TUNGSTEN
ZWA,WASTE CONTENT
ZZN,ZINC
ZZR,ZIRCONIUM
ZZZ,MUTUALLY DEFINED
