Value,Description
AY,FLOOR PLAN APPROVAL NUMBER
AZ,HEALTH INSURANCE POLICY NUMBER
B1,LESSEE BILL CODE NUMBER
B2,AXLE RATIO
B3,PREFERRED PROVIDER ORGANIZATION NUMBER
B4,BILATERAL CAR SERVICE AGREEMENTS
B5,HEALTH INSURANCE RATING SUFFIX CODE
B6,LIFE INSURANCE BILLING ACCOUNT NUMBER
B7,LIFE INSURANCE POLICY NUMBER
B8,LIFE INSURANCE BILLING SUFFIX CODE
B9,RETIREMENT PLAN ACCOUNT NUMBER
BA,RETIREMENT PLAN POLICY NUMBER
BAA,FRANCHISE TAX ACCOUNT NUMBER
BAB,CERTIFICATE OF INCORPORATION NUMBER
BAC,BEAM ASSEMBLY CODE
BAD,STATE TAX IDENTIFICATION NUMBER
BAE,CHARTER NUMBER
BAF,RECEIPT NUMBER
BAG,WITHDRAWAL ACCOUNT NUMBER
BAH,DEPOSIT ACCOUNT NUMBER
BAI,BUSINESS IDENTIFICATION NUMBER
BAJ,UNITED STATES POSTAL SERVICE (USPS) PLANET (POSTAL ALPHANUMERIC C
BAK,ADDRESS CORRECTION SERVICE (ACS) PARTICIPATION CODE
BB,AUTHORIZATION NUMBER
BC,BUYER'S CONTRACT NUMBER
BCI,BASIC CONTRACT LINE ITEM NUMBER
BCN,BIRTH CERTIFICATE NUMBER
BCP,BORDER CROSSING PERMIT NUMBER
BD,BID NUMBER
BDG,BADGE NUMBER
BDN,BUILD DIRECTIVE NUMBER
BE,BUSINESS ACTIVITY
BEN,BROKER ENTRY NUMBER
BF,BILLING CENTER IDENTIFICATION
BG,BEGINNING SERIAL NUMBER
BH,LEASE SCHEDULE NUMBER - BLANKET
BI,BONDED CARRIER INTERNAL REVENUE SERVICE IDENTIFICATION NUMBER
BJ,CARRIER'S CUSTOMS BOND NUMBER
BK,BROKER'S ORDER NUMBER
BKT,BANK TELEGRAPHIC NUMBER
BL,GOVERNMENT BILL OF LADING
BLT,BILLING TYPE
BM,BILL OF LADING NUMBER
BMM,BEGIN MILE MARKER
BN,BOOKING NUMBER
BO,BIN LOCATION NUMBER
BOI,BINARY OBJECT IDENTIFIER
BP,ADJUSTMENT CONTROL NUMBER
BQ,HEALTH MAINTENANCE ORGANIZATION CODE NUMBER
BR,BROKER OR SALES OFFICE NUMBER
BS,SPLIT BOOKING NUMBER
BT,BATCH NUMBER
BU,BUYER'S APPROVAL MARK
BV,PURCHASE ORDER LINE ITEM IDENTIFIER (BUYER)
BW,BLENDED WITH BATCH NUMBER
BX,BUYER'S SHIPMENT MARK NUMBER
BY,REPAIR CATEGORY NUMBER
BZ,COMPLAINT CODE
C0,CANADIAN SOCIAL INSURANCE NUMBER
C1,CUSTOMER MATERIAL SPECIFICATION NUMBER
C2,CUSTOMER PROCESS SPECIFICATION NUMBER
C3,CUSTOMER SPECIFICATION NUMBER
C4,CHANGE NUMBER
C5,CUSTOMER TRACKING NUMBER FOR LOANED MATERIALS
C6,CARNET NUMBER
C7,CONTRACT LINE ITEM NUMBER
C8,CORRECTED CONTRACT NUMBER
C9,PREVIOUS CREDIT/DEBIT ADJUSTMENT NUMBER
CA,COST ALLOCATION REFERENCE
CAA,ACCIDENT HISTORY IDENTIFIER
CAB,CHEMICAL IDENTIFIER
CAC,DISCHARGE POINT IDENTIFICATION
CAD,EMISSION UNIT IDENTIFICATION NUMBER
CAE,FACILITY FEDERAL IDENTIFICATION NUMBER
CAF,LATITUDE EXPRESSED IN DECIMAL DEGREES
CAG,LONGITUDE EXPRESSED IN DECIMAL DEGREES
CAH,OFFICE OF REGULATORY INFORMATION SYSTEMS (ORIS) CODE
CAI,PROCESS IDENTIFIER
CAJ,STACK IDENTIFICATION NUMBER
CAK,FACILITY STATE IDENTIFICATION NUMBER
CAL,U.S. ENVIRONMENTAL PROTECTION AGENCY (EPA) HAZARDOUS WASTE CODE
CAM,U.S. ENVIRONMENTAL PROTECTION AGENCY (EPA)
CAT,CATEGORY IDENTIFIER
CB,COMBINED SHIPMENT
CBG,CENSUS BLOCK GROUP
CC,CONTRACT CO-OP NUMBER
CD,CREDIT NOTE NUMBER
CDN,CITIZENSHIP DOCUMENT NUMBER
CDT,CONTRACTING DISTRICT TYPE CODE
CE,CLASS OF CONTRACT CODE
CF,FLEET REFERENCE NUMBER
CFR,FEDERAL REGULATION
CG,CONSIGNEE'S ORDER NUMBER
CH,CUSTOMER CATALOG NUMBER
CHR,CHROMATOGRAPH IDENTIFIER
CI,UNIQUE CONSIGNMENT IDENTIFIER
CID,CAMPUS IDENTIFICATION NUMBER
CIR,CIRCUIT NUMBER
CIT,CITATION
CJ,CLAUSE NUMBER
CK,CHECK NUMBER
CL,SELLER'S CREDIT MEMO
CLI,COVERAGE LIST ID
CM,BUYER'S CREDIT MEMO
CMN,CONTINUOUS MOVE NUMBER
CMP,CUSTOMER MAINTENANCE PERIOD SEQUENCE NUMBER
CMT,COMPONENT
CN,CARRIER'S REFERENCE NUMBER (PRO/INVOICE)
CNA,ASSEMBLY CONTROL NUMBER
CNO,COMMITMENT NUMBER
CNS,CANADIAN NATIONAL STUDENT NUMBER
CO,CUSTOMER ORDER NUMBER
COL,COLLOCATION INDICATOR
COT,CERTIFICATE OF TRANSPORTATION
CP,CONDITION OF PURCHASE DOCUMENT NUMBER
CPA,CANADIAN PROVINCE OPERATING AUTHORITY NUMBER
CPD,DISCREPANT CONTAINER PACKAGING NUMBER
CPR,REQUIRED CONTAINER PACKAGING NUMBER
CPT,CURRENT PROCEDURAL TERMINOLOGY CODE
CQ,CUSTOMSHOUSE BROKER LICENSE NUMBER
CR,CUSTOMER REFERENCE NUMBER
CRN,CASUALTY REPORT NUMBER
CRS,CASUALTY REPORT SERIAL NUMBER
CS,CONDITION OF SALE DOCUMENT NUMBER
CSC,CS54 KEY TRAIN INDICATOR CODE
CSG,CS54 KEY TRAIN INDICATOR GROUP NAME
CST,CENSUS STATE CODE
CT,CONTRACT NUMBER
CTS,CENSUS TRACT SUFFIX
CU,CLEAR TEXT CLAUSE
CUB,U.S. CUSTOMS SERVICE (USCS) BILL OF LADING NUMBER
CV,COIL NUMBER
CVS,COMMERCIAL VEHICLE SAFETY ASSURANCE NUMBER
CW,CANADIAN WHEAT BOARD PERMIT NUMBER
CX,CONSIGNMENT CLASSIFICATION ID
CY,COMMERCIAL REGISTRATION NUMBER
CYC,PERIODICITY CODE
CZ,CONTRACT RIDER NUMBER (USED IN CONJUNCTION WITH CONTRACT NUMBER)
D0,DATA RELIABILITY CODE
D1,DRUG ENFORCEMENT ADMINISTRATION ORDER BLANK NUMBER
D2,SUPPLIER DOCUMENT IDENTIFICATION NUMBER
D3,NATIONAL COUNCIL FOR PRESCRIPTION DRUG PROGRAMS PHARMACY NUMBER
D4,CUT NUMBER
D5,DYE LOT NUMBER
D6,DUPLICATE BILL NUMBER
D7,COVERAGE CODE
D8,LOSS REPORT NUMBER
D9,CLAIM NUMBER
DA,DOMICILE BRANCH NUMBER
DAI,DISTRICT ASSIGNED ID
DAN,DELIVERY APPOINTMENT NUMBER
DB,BUYER'S DEBIT MEMO
DC,DEALER PURCHASE ORDER NUMBER
DD,DOCUMENT IDENTIFICATION CODE
DE,DEPOSITOR NUMBER
DF,DEFENSE FEDERAL ACQUISITION REGULATIONS (DFAR)
DG,DRAWING NUMBER
DH,DRUG ENFORCEMENT ADMINISTRATION NUMBER
DHH,DEPARTMENT OF HEALTH AND HUMAN SERVICES ACQUISITION REGULATION (H
DI,DISTRIBUTOR INVOICE NUMBER
DIS,DISTRICT NUMBER
DJ,DELIVERY TICKET NUMBER
DK,DOCK NUMBER
DL,SELLER'S DEBIT MEMO
DM,ASSOCIATED PRODUCT NUMBER
DN,DRAFT NUMBER
DNR,DEPOSIT NUMBER
DNS,"D-U-N-S+4, D-U-N-S NUMBER WITH FOUR CHARACTER SUFFIX"
DO,DELIVERY ORDER NUMBER
DOA,DEPARTMENT OF AGRICULTURE ACQUISITION REGULATION (AGAR)
DOC,DEPARTMENT OF COMMERCE ACQUISITION REGULATION (CAR)
DOE,DEPARTMENT OF ENERGY ACQUISITION REGULATION (DEAR)
DOI,DEPARTMENT OF INTERIOR ACQUISITION REGULATION (DIAR)
DOJ,DEPARTMENT OF JUSTICE ACQUISITION REGULATION (JAR)
DOL,DEPARTMENT OF LABOR ACQUISITION REGULATION (DOLAR)
DON,DENSITY ORDER NUMBER
DOS,DEPARTMENT OF STATE ACQUISITION REGULATION (DOSAR)
DOT,DEPARTMENT OF TRANSPORTATION ACQUISITION REGULATION (TAR)
DP,DEPARTMENT NUMBER
DQ,DELIVERY QUOTE NUMBER
DR,DOCK RECEIPT NUMBER
DRN,DRAINHOLE NUMBER
DS,DEFENSE PRIORITIES ALLOCATION SYSTEM (DPAS) PRIORITY RATING
DSC,DEPARTURE FROM SPECIFICATION CLASS CODE
DSI,DEPARTURE FROM SPECIFICATION NUMBER
DST,DEPARTURE FROM SPECIFICATION TYPE CODE
DT,DOWNSTREAM SHIPPER CONTRACT NUMBER
DTS,DEPARTMENT OF THE TREASURY ACQUISITION/PROCUREMENT REGULATION (TA
DU,DEPENDENTS INFORMATION
DUN,D-U-N-S NUMBER DUN & BRADSTREET
DV,DIVERSION AUTHORITY NUMBER
DW,DEPOSIT SEQUENCE NUMBER
DX,DEPARTMENT/AGENCY NUMBER
DY,DEPARTMENT OF DEFENSE TRANSPORTATION SERVICE CODE NUMBER (HOUSEHO
DZ,CERTIFIED REGISTERED NURSE ANESTHETIST (CRNA) PROVIDER IDENTIFICA
E00,COURSE SECTION NUMBER
E01,NON-TEACHING CREDENTIAL FIELD CODES
E02,CLASSIFICATION OF INSTRUCTIONAL PROGRAMS (CIP) CODES
E1,EMERGENCY ORDER NUMBER
E2,PART CAUSING REPAIR NUMBER
E3,EXPANSION ON EFFECT OF CHANGE NUMBER
E4,CHARGE CARD NUMBER
E5,CLAIMANT'S CLAIM NUMBER
E6,BACKOUT PROCEDURE CODE
E7,SERVICE BULLETIN NUMBER
E8,SERVICE CONTRACT (COVERAGE) NUMBER
E9,ATTACHMENT CODE
EA,MEDICAL RECORD IDENTIFICATION NUMBER
EB,EMBARGO PERMIT NUMBER
EC,CIRCULAR
ECA,FUND IDENTIFIER
ECB,BALLOT IDENTIFIER
ECC,LEGISLATIVE IDENTIFICATION NUMBER
ECD,LOBBIED ACTIVITY IDENTIFIER
ECE,PETITION NUMBER
ECF,RELATED FORM NUMBER
ECJ,CARRIER'S BOND NUMBER COVERING INSTRUMENTS OF INTERNATIONAL TRAFF
ED,EXPORT DECLARATION
EDA,DEPARTMENT OF EDUCATION ACQUISITION REGULATION (EDAR)
EE,ELECTION DISTRICT
EF,ELECTRONIC FUNDS TRANSFER ID NUMBER
EG,ENDING SERIAL NUMBER
EH,FINANCIAL CLASSIFICATION CODE
EI,EMPLOYER'S IDENTIFICATION NUMBER
EII,IMPORTER'S BOND NUMBER COVERING INSTRUMENTS OF INTERNATIONAL TRAF
EJ,PATIENT ACCOUNT NUMBER
EK,HEALTHCARE MANPOWER SHORTAGE AREA (HMSA) FACILITY IDENTIFICATION
EL,ELECTRONIC DEVICE PIN NUMBER
EM,ELECTRONIC PAYMENT REFERENCE NUMBER
EMM,END MILE MARKER
EN,EMBARGO NUMBER
END,ENDORSEMENT NUMBER
EO,SUBMITTER IDENTIFICATION NUMBER
EP,EXPORT PERMIT NUMBER
EPA,ENVIRONMENTAL PROTECTION AGENCY ACQUISITION REGULATION (EPAAR)
EPB,ENVIRONMENTAL PROTECTION AGENCY TRANSPORTER IDENTIFICATION NUMBER
EPC,EMPLOYER PAYROLL CODE LISTS
EQ,EQUIPMENT NUMBER
ER,CONTAINER OR EQUIPMENT RECEIPT NUMBER
ES,EMPLOYER'S SOCIAL SECURITY NUMBER
ESN,ESTIMATE SEQUENCE NUMBER
ET,EXCESS TRANSPORTATION
EU,END USER'S PURCHASE ORDER NUMBER
EV,RECEIVER IDENTIFICATION NUMBER
EVI,EVENT IDENTIFICATION
EW,MAMMOGRAPHY CERTIFICATION NUMBER
EX,ESTIMATE NUMBER
EXP,EXPOSURE STATE CODE
EY,RECEIVER SUB-IDENTIFICATION NUMBER
EZ,ELECTRONIC DATA INTERCHANGE AGREEMENT NUMBER
F1,VERSION CODE - NATIONAL
F2,VERSION CODE - LOCAL
F3,SUBMISSION NUMBER
F4,FACILITY CERTIFICATION NUMBER
F5,MEDICARE VERSION CODE
F6,HEALTH INSURANCE CLAIM (HIC) NUMBER
F7,NEW HEALTH INSURANCE CLAIM (HIC) NUMBER
F8,ORIGINAL REFERENCE NUMBER
F9,FREIGHT PAYOR REFERENCE NUMBER
FA,FEDERAL ACQUISITION REGULATIONS (FAR)
FAN,FANNIE MAE SELLER SERVICER NUMBER
FB,FILE TRANSFER FORM NUMBER
FC,FILER CODE ISSUED BY CUSTOMS
FCN,ASSIGNED CONTRACT NUMBER
FD,FILER CODE ISSUED BY BUREAU OF CENSUS
FE,FAILURE MECHANISM NUMBER
FEN,FOREIGN ENTRY NUMBER
FF,FILM NUMBER
FG,FUND IDENTIFICATION NUMBER
FH,CLINIC NUMBER
FHC,FEDERAL HOUSING ADMINISTRATION COMPUTERIZED HOMES UNDERWRITING MA
FHO,FEDERAL HOUSING ADMINISTRATION ORIGINATOR IDENTIFICATION
FI,FILE IDENTIFIER
FJ,LINE ITEM CONTROL NUMBER
FK,FINISH LOT NUMBER
FL,FINE LINE CLASSIFICATION
FLZ,FLOOD ZONE
FM,FEDERAL MARITIME COMMISSION (FMC) FORWARDERS NUMBER
FMG,EDUCATIONAL COMMISSION FOR FOREIGN MEDICAL GRADUATES (ECFMG) CERT
FMP,FACILITY MEASUREMENT POINT NUMBER
FN,FORWARDER'S/AGENT'S REFERENCE NUMBER
FND,FINDER NUMBER
FO,DRUG FORMULARY NUMBER
FP,FORESTRY PERMIT NUMBER
FQ,FORM NUMBER
FR,FREIGHT BILL NUMBER
FRN,FREDDIE MAC SELLER SERVICER NUMBER
FS,FINAL SEQUENCE NUMBER
FSC,FUND SOURCE CODE
FSN,ASSIGNED SEQUENCE NUMBER
FT,FOREIGN TRADE ZONE
FTN,PREMARKET NOTIFICATION NUMBER
FTP,FILE TRANSFER PROTOCOL (FTP) LOCATOR
FTZ,FOREIGN TRADE ZONE (FTZ) ADMISSION NUMBER
FU,FUND CODE
FV,HEALTH MAINTENANCE ORGANIZATION (HMO) REFERENCE NUMBER
FW,STATE LICENSE IDENTIFICATION NUMBER
FWC,FINAL WORK CANDIDATE NUMBER
FX,FAILURE ANALYSIS REPORT NUMBER
FY,CLAIM OFFICE NUMBER
FZ,PROCESSOR'S INVOICE NUMBER
G1,PRIOR AUTHORIZATION NUMBER
G2,PROVIDER COMMERCIAL NUMBER
G3,PREDETERMINATION OF BENEFITS IDENTIFICATION NUMBER
G4,PEER REVIEW ORGANIZATION (PRO) APPROVAL NUMBER
G5,PROVIDER SITE NUMBER
G6,PAYER ASSIGNED RESUBMISSION REFERENCE NUMBER
G7,RESUBMISSION REASON CODE
G8,RESUBMISSION NUMBER
G9,SECONDARY EMPLOYEE IDENTIFICATION NUMBER
GA,GOVERNMENT ADVANCE PROGRESS
GB,GRAIN BLOCK NUMBER
GC,GOVERNMENT CONTRACT NUMBER
GD,RETURN GOODS BILL OF LADING NUMBER
GE,GEOGRAPHIC NUMBER
GF,SPECIALTY LICENSE NUMBER
GG,GAUGE TICKET NUMBER
GH,IDENTIFICATION CARD SERIAL NUMBER
GI,SECONDARY PROVIDER NUMBER
GJ,CORNBORE CERTIFICATION NUMBER
GK,THIRD PARTY REFERENCE NUMBER
GL,GEOGRAPHIC DESTINATION ZONE NUMBER
GM,LOAN ACQUISITION NUMBER
GN,FOLDER NUMBER
GO,EXHIBIT IDENTIFIER
GP,GOVERNMENT PRIORITY NUMBER
GQ,INTERNAL PURCHASE ORDER RELEASE NUMBER
GR,GRAIN ORDER REFERENCE NUMBER
GS,GENERAL SERVICES ADMINISTRATION REGULATIONS (GSAR)
GT,GOODS AND SERVICE TAX REGISTRATION NUMBER
GU,INTERNAL PURCHASE ORDER ITEM NUMBER
GV,THIRD PARTY PURCHASE ORDER NUMBER
GW,THIRD PARTY PURCHASE ORDER RELEASE NUMBER
GWS,GROUP WORK CANDIDATE SEQUENCE NUMBER
GX,THIRD PARTY PURCHASE ORDER ITEM NUMBER
GY,EMPTY REPOSITIONING NUMBER
GZ,GENERAL LEDGER ACCOUNT
H1,HIGH FABRICATION AUTHORIZATION NUMBER
H2,HIGH RAW MATERIAL AUTHORIZATION NUMBER
H3,GRAVITY SOURCE METER NUMBER
H5,SPECIAL CLAUSE
H6,QUALITY CLAUSE
H7,STANDARD CLAUSE
H8,HOME MORTGAGE DISCLOSURE ACT (HMDA) CENSUS TRACT
H9,PAYMENT HISTORY REFERENCE NUMBER
HA,COMPETENT AUTHORITY
HB,BILL & HOLD INVOICE NUMBER
HC,HEAT CODE
HD,DEPARTMENT OF TRANSPORTATION HAZARDOUS NUMBER
HE,HAZARDOUS EXEMPTION NUMBER
HF,ENGINEERING DATA LIST
HG,CIVIL ACTION NUMBER
HH,FISCAL CODE
HHT,TYPE OF HOUSEHOLD GOODS CODE
HI,HEALTH INDUSTRY NUMBER (HIN)
HJ,IDENTITY CARD NUMBER
HK,JUDGMENT NUMBER
HL,SIREN NUMBER
HM,SIRET NUMBER
HMB,HOME MORTGAGE DISCLOSURE ACT BLOCK NUMBER AREA
HN,HAZARDOUS CERTIFICATION NUMBER
HO,SHIPPER'S HAZARDOUS NUMBER
HP,PACK & HOLD INVOICE NUMBER
HPI,CENTERS FOR MEDICARE AND MEDICAID SERVICES NATIONAL PROVIDER IDEN
HQ,REINSURANCE REFERENCE
HR,HORSEPOWER
HS,HARMONIZED CODE SYSTEM (CANADA)
HT,CODE OF FEDERAL REGULATIONS
HU,TYPE OF ESCROW NUMBER
HUD,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT ACQUISITION REGULATIO
HV,ESCROW FILE NUMBER
HW,HIGH/WIDE FILE NUMBER
HX,AUTO LOSS ITEM NUMBER
HY,PROPERTY LOSS ITEM NUMBER
HZ,TAX AGENCY NUMBER (MERS  MORTGAGE ELECTRONIC REGISTRATION SYSTEM
I1,OWNING BUREAU IDENTIFICATION NUMBER
I2,INTERSTATE COMMERCE COMMISSION (ICC) ACCOUNT NUMBER
I3,NON-AMERICAN IDENTIFICATION NUMBER
I4,CREDIT COUNSELING IDENTIFICATION NUMBER
I5,INVOICE IDENTIFICATION
I7,CREDIT REPORT NUMBER
I9,POLLUTANT
IA,INTERNAL VENDOR NUMBER
IB,IN BOND NUMBER
IC,INBOUND-TO PARTY
ICD,ICD-9-CM (INTERNATIONAL CLASSIFICATION OF DISEASES)
ID,INSURANCE CERTIFICATE NUMBER
IE,INTERCHANGE AGREEMENT NUMBER
IF,ISSUE NUMBER
IFC,INITIAL FAILURE CLAIM
IFT,INTERNATIONAL FUEL TAX AGREEMENT ACCOUNT NUMBER
IG,INSURANCE POLICY NUMBER
IH,INITIAL DEALER CLAIM NUMBER
II,INITIAL SAMPLE INSPECTION REPORT NUMBER
IID,IMAGE IDENTIFIER
IJ,STANDARD INDUSTRY CLASSIFICATION (SIC) CODE
IK,INVOICE NUMBER
IL,INTERNAL ORDER NUMBER
IM,INTERGOVERNMENTAL MARITIME ORGANIZATION (IMO) NUMBER
IMP,INTEGRATED MASTER PLAN (IMP)
IMS,INTEGRATED MASTER SCHEDULE (IMS)
IN,CONSIGNEE'S INVOICE NUMBER
IND,INVESTIGATORIAL NEW DRUG NUMBER
IO,INBOUND-TO OR OUTBOUND-FROM PARTY
IP,INSPECTION REPORT NUMBER
IQ,END ITEM
IR,INTRA PLANT ROUTING
IRN,IMPORTER'S REFERENCE NUMBER TO LETTER OF CREDIT
IRP,INTERNATIONAL REGISTRATION PLAN ACCOUNT NUMBER
IS,INVOICE NUMBER SUFFIX
ISC,INTERNATIONAL STANDARD INDUSTRIAL CLASSIFICATION (ISIC) DOMINION
ISN,INTERNATIONAL REGISTRATION PLAN STICKER NUMBER
ISS,INSPECTION AND SURVEY SEQUENCE NUMBER
IT,INTERNAL CUSTOMER NUMBER
ITI,INITIAL TROUBLE INDICATION
IU,BARGE PERMIT NUMBER
IV,SELLER'S INVOICE NUMBER
IW,PART INTERCHANGEABILITY
IX,ITEM NUMBER
IZ,INSURED PARCEL POST NUMBER
J0,PROCEEDING
J1,CREDITOR
J2,ATTORNEY
J3,JUDGE
J4,TRUSTEE
J5,ORIGINATING CASE
J6,ADVERSARY CASE
J7,LEAD CASE
J8,JOINTLY ADMINISTERED CASE
J9,SUBSTANTIVELY CONSOLIDATED CASE
JA,BEGINNING JOB SEQUENCE NUMBER
JB,JOB (PROJECT) NUMBER
JC,REVIEW
JCS,JOINT CREDIT SPECIFICATION NUMBER
JD,USER IDENTIFICATION
JE,ENDING JOB SEQUENCE NUMBER
JF,AUTOMATED UNDERWRITING REFERENCE NUMBER
JH,TAG
JI,MULTIPLE LISTING SERVICE AREA
JK,MULTIPLE LISTING SERVICE SUB-AREA
JL,PACKET
JM,MULTIPLE LISTING SERVICE MAP X COORDINATE
JN,MULTIPLE LISTING SERVICE MAP Y COORDINATE
JO,MULTIPLE LISTING NUMBER
JP,MULTIPLE LISTING SERVICE BOOK TYPE
JQ,ELEVATION
JR,PROPERTY COMPONENT LOCATION
JS,JOB SEQUENCE NUMBER
JT,PRIOR TAX IDENTIFICATION NUMBER (TIN)
JU,PRIOR PHONE NUMBER
JV,PRIOR HEALTH INDUSTRY NUMBER
JW,PRIOR UNIVERSAL PROVIDER IDENTIFICATION NUMBER (UPIN)
JX,PRIOR POSTAL ZIP CODE
JY,ORIGIN OF SHIPMENT HARMONIZED-BASED CODE
JZ,GOVERNING CLASS CODE
K0,APPROVAL CODE
K1,FOREIGN MILITARY SALES NOTICE NUMBER
K2,CERTIFIED MAIL NUMBER
K3,REGISTERED MAIL NUMBER
K4,CRITICALITY DESIGNATOR
K5,TASK ORDER
K6,PURCHASE DESCRIPTION
K7,PARAGRAPH NUMBER
K8,PROJECT PARAGRAPH NUMBER
K9,INQUIRY REQUEST NUMBER
KA,DISTRIBUTION LIST
KAS,ASSOCIATED CONTRACT IDENTIFIER
KB,BEGINNING KANBAN SERIAL NUMBER
KC,EXHIBIT DISTRIBUTION LIST
KCS,CONFIRMATION SERVICE CONTRACT IDENTIFIER
KD,SPECIAL INSTRUCTIONS NUMBER
KE,ENDING KANBAN SERIAL NUMBER
KG,FORECLOSING STATUS
KH,TYPE OF LAW SUIT
KI,TYPE OF OUTSTANDING JUDGMENT
KII,CONFIRMATION INTRADAY IDENTIFIER
KJ,TAX LIEN JURISDICTION
KK,DELIVERY REFERENCE
KL,CONTRACT REFERENCE
KM,RENTAL ACCOUNT NUMBER
KN,CENSUS AUTOMATED FILES ID
KO,CUSTOMS DRAWBACK ENTRY NUMBER
KP,HEALTH CERTIFICATE NUMBER
KQ,PROCURING AGENCY
KR,RESPONSE TO A REQUEST FOR QUOTATION REFERENCE
KRL,RELEASER CONTRACT IDENTIFIER
KRP,REPLACEMENT SHIPPER CONTRACT IDENTIFIER
KS,SOLICITATION
KSR,SERVICE REQUESTER CONTRACT IDENTIFIER
KT,REQUEST FOR QUOTATION REFERENCE
KU,OFFICE SYMBOL
KV,DISTRIBUTION STATEMENT CODE
KW,CERTIFICATION
KX,REPRESENTATION
KY,"SITE SPECIFIC PROCEDURES, TERMS, AND CONDITIONS"
KZ,"MASTER SOLICITATION PROCEDURES, TERMS, AND CONDITIONS"
L0,COLLISION INDUSTRY ELECTRONIC COMMERCE ASSOCIATION (CIECA)
L1,LETTERS OR NOTES
L2,LOCATION ON PRODUCT CODE
L3,LABOR OPERATION NUMBER
L4,PROPOSAL PARAGRAPH NUMBER
L5,SUBEXHIBIT LINE ITEM NUMBER
L6,SUBCONTRACT LINE ITEM NUMBER
L7,CUSTOMER'S RELEASE NUMBER
L8,CONSIGNEE'S RELEASE NUMBER
L9,CUSTOMER'S PART NUMBER
LA,SHIPPING LABEL SERIAL NUMBER
LAA,LOTTERY AUTHORITY ACTIVATION NUMBER
LAN,LANE NUMBER
LB,LOCKBOX
LC,LEASE NUMBER
LD,LOAN NUMBER
LE,LENDER ENTITY NUMBER
LEN,LOCATION EXCEPTION ORDER NUMBER
LF,ASSEMBLY LINE FEED LOCATION
LG,LEASE SCHEDULE NUMBER
LH,LONGITUDE EXPRESSED IN SECONDS
LI,LINE ITEM IDENTIFIER (SELLER'S)
LIC,HEALTH INDUSTRY BUSINESS COMMUNICATIONS COUNCIL (HIBCC) LABELER I
LJ,LOCAL JURISDICTION
LK,"LONGITUDE EXPRESSED IN DEGREES, MINUTES AND SECONDS"
LL,LATITUDE EXPRESSED IN SECONDS
LM,PRODUCT PERIOD FOR WHICH LABOR COSTS ARE FIRM
LMI,LOCAL MEDIA IDENTIFIER
LN,NON PICKUP LIMITED TARIFF NUMBER
LO,LOAD PLANNING NUMBER
LOI,LOGICAL OBSERVATION IDENTIFIER NAMES AND CODES (LOINC)
LOS,LOSS CONDITIONS
LP,FOR PICKUP LIMITED FREIGHT TARIFF NUMBER
LPK,LOAN PROSPECTOR KEY NUMBER
LQ,"LATITUDE EXPRESSED IN DEGREES, MINUTES AND SECONDS"
LR,LOCAL STUDENT IDENTIFICATION NUMBER
LS,BAR-CODED SERIAL NUMBER
LSD,LOGISTICS SUPPORT DOCUMENTATION TYPE CODE
LT,LOT NUMBER
LU,LOCATION NUMBER
LV,LICENSE PLATE NUMBER
LVO,LEVYING OFFICER IDENTIFICATION
LW,LOCATION WITHIN EQUIPMENT
LX,QUALIFIED PRODUCTS LIST
LY,DESTINATION OF SHIPMENT HARMONIZED-BASED CODE
LZ,LENDER ACCOUNT NUMBER
M0,MEXICAN PEDIMENTO NUMBER
M1,MATERIAL STORAGE LOCATION
M2,MAJOR FORCE PROGRAM
M3,CROP YEAR
M5,LEASE AGREEMENT AMENDMENT NUMBER - MASTER
M6,MILITARY ORDNANCE SECURITY RISK NUMBER
M7,MEDICAL ASSISTANCE CATEGORY
M8,LIMITED PARTNERSHIP IDENTIFICATION NUMBER
M9,TAX SHELTER NUMBER
MA,SHIP NOTICE/MANIFEST NUMBER
MB,MASTER BILL OF LADING
MBS,MORTGAGE BACKED SECURITY (MBS) POLICY NUMBER
MBX,MAILBOX
MC,MICROFILM NUMBER
MCC,CARRIER'S BOND NUMBER COVERING MERCHANDISE SHIPMENT AND INSTRUMEN
MCI,MOTOR CARRIER IDENTIFICATION NUMBER
MCN,MORNETPLUS CASE NUMBER
MD,MAGAZINE CODE
MDN,HAZARDOUS WASTE MANIFEST DOCUMENT NUMBER
ME,MESSAGE ADDRESS OR ID
MF,MANUFACTURERS PART NUMBER
MG,METER NUMBER
MH,MANUFACTURING ORDER NUMBER
MI,MILL ORDER NUMBER
MII,IMPORTER'S BOND NUMBER COVERING MERCHANDISE SHIPMENT AND INSTRUME
MIN,MORNETPLUS INSTITUTION NUMBER
MJ,MODEL NUMBER
MK,MANIFEST KEY NUMBER
ML,MILITARY RANK/CIVILIAN PAY GRADE NUMBER
MM,MASTER LEASE AGREEMENT NUMBER
MN,MICR NUMBER
MO,MANUFACTURING OPERATION NUMBER
MP,MULTIPLE P.O.S OF AN INVOICE
MPN,MARKETING PLAN IDENTIFICATION NUMBER
MQ,METER PROVING REPORT NUMBER
MR,MERCHANDISE TYPE CODE
MRC,ELIGIBILITY CATEGORY
MRN,MOTHER'S MEDICAL RECORD IDENTIFICATION NUMBER
MS,MANUFACTURER'S MATERIAL SAFETY DATA SHEET NUMBER
MSL,MAIL SLOT
MT,METER TICKET NUMBER
MU,MILITARY SPECIFICATION (MILSPEC) NUMBER
