Value,Description
F6,SMALL CONTROL STATION LOCATION
F7,SMALL BASE STATION LOCATION
F8,ANTENNA SITE
F9,AREA OF OPERATION
FA,FACILITY
FB,FIRST BREAK TERMINAL
FC,CUSTOMER IDENTIFICATION FILE (CIF) CUSTOMER IDENTIFIER
FD,PHYSICAL ADDRESS
FE,MAIL ADDRESS
FF,FOREIGN LANGUAGE SYNONYM
FG,TRADE NAME SYNONYM
FGT,FOREIGN GOVERNMENT
FH,PARTY TO RECEIVE LIMITATIONS OF HEAVY ELEMENTS REPORT
FI,NAME VARIATION SYNONYM
FJ,FIRST CONTACT
FL,PRIMARY CONTROL POINT LOCATION
FM,FIREMAN
FN,FILER NAME
FO,FIELD OR BRANCH OFFICE
FP,NAME ON CREDIT CARD
FQ,PIER NAME
FR,MESSAGE FROM
FRL,FOREIGN REGISTRATION LOCATION
FS,FINAL SCHEDULED DESTINATION
FSI,PARTY TO RECEIVE SENSITIVE FOREIGN DISCLOSURE INFORMATION
FSR,FINANCIAL STATEMENT RECIPIENT
FT,NEW ASSIGNEE
FU,OLD ASSIGNEE
FV,VESSEL NAME
FW,FORWARDER
FX,CLOSED DOOR PHARMACY
FY,VETERINARY HOSPITAL
FZ,CHILDREN'S DAY CARE CENTER
G0,DEPENDENT INSURED
G1,BANKRUPTCY TRUSTEE
G2,ANNUITANT
G3,CLINIC
G5,CONTINGENT BENEFICIARY
G6,ENTITY HOLDING THE INFORMATION
G7,ENTITY PROVIDING THE SERVICE
G8,ENTITY RESPONSIBLE FOR FOLLOW-UP
G9,FAMILY MEMBER
GA,GAS PLANT
GB,OTHER INSURED
GBA,ALTERNATE GOVERNMENT BUSINESS CONTACT
GBO,GATE BOOTH
GBP,PRIMARY GOVERNMENT BUSINESS CONTACT
GC,PREVIOUS CREDIT GRANTOR
GD,GUARDIAN
GE,GENERAL AGENCY
GF,INSPECTION COMPANY
GG,INTERMEDIARY
GH,MOTOR VEHICLE REPORT PROVIDER COMPANY
GI,PARAMEDIC
GIR,GIFT RECIPIENT
GJ,PARAMEDICAL COMPANY
GK,PREVIOUS INSURED
GL,PREVIOUS RESIDENCE
GM,SPOUSE INSURED
GN,GARNISHEE
GO,PRIMARY BENEFICIARY
GP,GATEWAY PROVIDER
GQ,PROPOSED INSURED
GR,REINSURER
GS,GARAGED LOCATION
GT,CREDIT GRANTOR
GU,GUARANTEE AGENCY
GV,GAS TRANSACTION ENDING POINT
GW,GROUP
GX,RETROCESSIONAIRE
GY,TREATMENT FACILITY
GZ,GRANDPARENT
H1,REPRESENTATIVE
H2,SUB-OFFICE
H3,DISTRICT
H5,PAYING AGENT
H6,SCHOOL DISTRICT
H7,GROUP AFFILIATE
H9,DESIGNER
HA,OWNER
HB,HISTORICALLY BLACK COLLEGE OR UNIVERSITY
HC,JOINT ANNUITANT
HD,CONTINGENT ANNUITANT
HE,CONTINGENT OWNER
HF,HEALTHCARE PROFESSIONAL SHORTAGE AREA (HPSA) FACILITY
HG,BROKER OPINION OR ANALYSIS REQUESTER
HH,HOME HEALTH AGENCY
HI,LISTING COMPANY
HJ,AUTOMATED UNDERWRITING SYSTEM
HK,SUBSCRIBER
HL,DOCUMENT CUSTODIAN
HM,COMPETITIVE PROPERTY LISTING
HMI,MATERIAL SAFETY DATA SHEET (MSDS) RECIPIENT
HN,COMPETING PROPERTY
HO,COMPARABLE PROPERTY LISTING
HOM,HOME OFFICE
HON,HONORARY SOCIETY
HP,CLOSED SALE
HQ,SOURCE PARTY OF INFORMATION
HR,SUBJECT OF INQUIRY
HS,HIGH SCHOOL
HT,STATE CHARTERED FACILITY
HU,SUBSIDIARY
HV,TAX ADDRESS
HW,DESIGNATED HAZARDOUS WASTE FACILITY
HX,TRANSPORTER OF HAZARDOUS WASTE
HY,CHARITY
HZ,HAZARDOUS WASTE GENERATOR
I1,INTERESTED PARTY
I3,INDEPENDENT PHYSICIANS ASSOCIATION (IPA)
I4,INTELLECTUAL PROPERTY OWNER
I9,INTERVIEWER
IA,INSTALLED AT
IAA,BUSINESS ENTITY
IAC,PRINCIPAL EXECUTIVE OFFICE
IAD,FOREIGN OFFICE
IAE,MEMBER
IAF,EXECUTIVE COMMITTEE MEMBER
IAG,DIRECTOR
IAH,CLERK
IAI,PARTY WITH KNOWLEDGE OF AFFAIRS OF THE COMPANY
IAK,PARTY TO RECEIVE STATEMENT OF FEES DUE
IAL,COMPANY IN WHICH INTEREST HELD
IAM,COMPANY WHICH HOLDS INTEREST
IAN,NOTARY
IAO,MANAGER
IAP,ALIEN AFFILIATE
IAQ,INCORPORATION STATE PRINCIPAL OFFICE
IAR,INCORPORATION STATE PLACE OF BUSINESS
IAS,OUT-OF-STATE PRINCIPAL OFFICE
IAT,PARTY EXECUTING AND VERIFYING
IAU,FELON
IAV,OTHER RELATED PARTY
IAW,RECORD-KEEPING ADDRESS
IAY,INITIAL SUBSCRIBER
IAZ,ORIGINAL JURISDICTION
IB,INDUSTRY BUREAU
IC,INTERMEDIATE CONSIGNEE
ICP,INVENTORY CONTROL POINT
ID,ISSUER OF DEBIT OR CREDIT MEMO
IE,OTHER INDIVIDUAL DISABILITY CARRIER
IF,INTERNATIONAL FREIGHT FORWARDER
IG,INSOLVENT INSURER
II,ISSUER OF INVOICE
IJ,INJECTION POINT
IK,INTERMEDIATE CARRIER
IL,INSURED OR SUBSCRIBER
IM,IMPORTER
IMM,INTEGRATED MATERIAL MANAGER
IN,INSURER
INT,INTERVIEWEE
INV,INVESTMENT ADVISOR
IO,INSPECTOR
IP,INDEPENDENT ADJUSTER
IQ,IN-PATIENT PHARMACY
IR,SELF INSURED
IS,PARTY TO RECEIVE CERTIFIED INSPECTION REPORT
IT,INSTALLATION ON SITE
IU,ISSUER
IV,RENTER
J1,ASSOCIATE GENERAL AGENT
J2,AUTHORIZED ENTITY
J3,BROKER'S ASSISTANT
J4,CUSTODIAN
J5,IRREVOCABLE BENEFICIARY
J6,POWER OF ATTORNEY
J7,TRUST OFFICER
J8,BROKER DEALER
J9,COMMUNITY AGENT
JA,DAIRY DEPARTMENT
JB,DELICATESSEN DEPARTMENT
JC,DRY GROCERY DEPARTMENT
JD,JUDGE
JE,FROZEN DEPARTMENT
JF,GENERAL MERCHANDISE DEPARTMENT
JG,HEALTH & BEAUTY DEPARTMENT
JH,ALCOHOL BEVERAGE DEPARTMENT
JI,MEAT DEPARTMENT
JJ,PRODUCE DEPARTMENT
JK,BAKERY DEPARTMENT
JL,VIDEO DEPARTMENT
JM,CANDY AND CONFECTIONS DEPARTMENT
JN,CIGARETTES AND TOBACCO DEPARTMENT
JO,IN-STORE BAKERY DEPARTMENT
JP,FLORAL DEPARTMENT
JQ,PHARMACY DEPARTMENT
JR,BIDDER
JS,JOINT DEBTOR ATTORNEY
JT,JOINT DEBTOR
JU,JURISDICTION
JV,JOINT OWNER
JW,JOINT VENTURE
JX,CLOSING AGENT
JY,FINANCIAL PLANNER
JZ,MANAGING GENERAL AGENT
K1,CONTRACTOR COGNIZANT SECURITY OFFICE
K2,SUBCONTRACTOR COGNIZANT SECURITY OFFICE
K3,PLACE OF PERFORMANCE COGNIZANT SECURITY OFFICE
K4,PARTY AUTHORIZING RELEASE OF SECURITY INFORMATION
K5,PARTY TO RECEIVE CONTRACT SECURITY CLASSIFICATION SPECIFICATION
K6,POLICY WRITING AGENT
K7,RADIO STATION
K8,FILING LOCATION
K9,PREVIOUS DISTRIBUTOR
KA,ITEM MANAGER
KB,CUSTOMER FOR WHOM SAME OR SIMILAR WORK WAS PERFORMED
KC,PARTY THAT RECEIVED DISCLOSURE STATEMENT
KD,PROPOSER
KE,CONTACT OFFICE
KF,AUDIT OFFICE
KG,PROJECT MANAGER
KH,ORGANIZATION HAVING SOURCE CONTROL
KI,UNITED STATES OVERSEAS SECURITY ADMINISTRATION OFFICE
KJ,QUALIFYING OFFICER
KK,REGISTERING PARTY
KL,CLERK OF COURT
KM,COORDINATOR
KN,FORMER ADDRESS
KO,PLANT CLEARANCE OFFICER
KP,NAME UNDER WHICH FILED
KQ,LICENSEE
KR,PRE-KINDERGARTEN TO GRADE 12 RECIPIENT
KS,PRE-KINDERGARTEN TO GRADE 12 SENDER
KT,COURT
KU,RECEIVER SITE
KV,DISBURSING OFFICER
KW,BID OPENING LOCATION
KX,FREE ON BOARD POINT
KY,TECHNICAL OFFICE
KZ,ACCEPTANCE LOCATION
L1,INSPECTION LOCATION
L2,LOCATION OF PRINCIPAL ASSETS
L3,LOAN CORRESPONDENT
L5,CONTACT
L8,HEAD OFFICE
L9,INFORMATION PROVIDER
LA,ATTORNEY
LB,LAST BREAK TERMINAL
LC,LOCATION OF SPOT FOR STORAGE
LCN,GAS NOMINATION LOCATION
LD,LIABILITY HOLDER
LE,LESSOR
LF,LIMITED PARTNER
LG,LOCATION OF GOODS
LGS,LOCAL GOVERNMENT SPONSOR
LH,PIPELINE
LI,INDEPENDENT LAB
LJ,LIMITED LIABILITY COMPANY
LK,JUVENILE OWNER
LL,LOCATION OF LOAD EXCHANGE (EXPORT)
LM,LENDING INSTITUTION
LN,LENDER
LO,LOAN ORIGINATOR
LP,LOADING PARTY
LQ,LAW FIRM
LR,LEGAL REPRESENTATIVE
LS,LESSEE
LT,LONG-TERM DISABILITY CARRIER
LU,MASTER AGENT
LV,LOAN SERVICER
LW,CUSTOMER
LY,LABELER
LYM,AMENDED NAME
LYN,STOCKHOLDER
LYO,MANAGING AGENT
LYP,ORGANIZER
LZ,LOCAL CHAIN
M1,SOURCE METER LOCATION
M2,RECEIPT LOCATION
M3,UPSTREAM METER LOCATION
M4,DOWNSTREAM METER LOCATION
M5,MIGRANT HEALTH CLINIC
M6,LANDLORD
M7,FORECLOSING LENDER
M8,EDUCATIONAL INSTITUTION
M9,MANUFACTURING
MA,PARTY FOR WHOM ITEM IS ULTIMATELY INTENDED
MB,COMPANY INTERVIEWER WORKS FOR
MC,MOTOR CARRIER
MD,VETERANS ADMINISTRATION LOAN GUARANTY AUTHORITY
ME,VETERANS ADMINISTRATION LOAN AUTHORIZED SUPPLIER
MF,MANUFACTURER OF GOODS
MG,GOVERNMENT LOAN AGENCY SPONSOR OR AGENT
MH,MORTGAGE INSURER
MI,PLANNING SCHEDULE/MATERIAL RELEASE ISSUER
MJ,FINANCIAL INSTITUTION
MK,LOAN HOLDER FOR REAL ESTATE ASSET
ML,CONSUMER CREDIT ACCOUNT COMPANY
MM,MORTGAGE COMPANY
MN,AUTHORIZED MARKETER
MO,RELEASE DRAYMAN
MP,MANUFACTURING PLANT
MQ,DELIVERY LOCATION
MR,MEDICAL INSURANCE CARRIER
MS,BUREAU OF LAND MANAGEMENT (MINERALS MANAGEMENT SERVICE) PROPERTY
MSC,MAMMOGRAPHY SCREENING CENTER
MT,MATERIAL
MTR,METER LOCATION
MU,MEETING LOCATION
MV,MAINLINE
MW,MARINE SURVEYOR
MX,JUVENILE WITNESS
MY,MASTER GENERAL AGENT
MZ,MINISTER
N1,NOTIFY PARTY NO. 1
N2,NOTIFY PARTY NO. 2
N3,INELIGIBLE PARTY
N4,PRICE ADMINISTRATION
N5,PARTY WHO SIGNED THE DELIVERY RECEIPT
N6,NONEMPLOYMENT INCOME SOURCE
N7,PREVIOUS NEIGHBOR
N8,RELATIVE
N9,NEIGHBORHOOD
NB,NEIGHBOR
NC,CROSS-TOWN SWITCH
NCT,NAME CHANGED TO
ND,NEXT DESTINATION
NE,NEWSPAPER
NF,OWNER ANNUITANT
NG,ADMINISTRATOR
NH,ASSOCIATION
NI,NON-INSURED
NJ,TRUST OR ESTATE
NK,NATIONAL CHAIN
NL,NON-RAILROAD ENTITY
NM,PHYSICIAN - SPECIALISTS
NN,NETWORK NAME
NP,NOTIFY PARTY FOR SHIPPER'S ORDER
NPC,NOTARY PUBLIC
NQ,PIPELINE SEGMENT BOUNDARY
NR,GAS TRANSACTION STARTING POINT
NS,NON-TEMPORARY STORAGE FACILITY
NT,MAGISTRATE JUDGE
NU,FORMERLY KNOWN AS
NV,FORMERLY DOING BUSINESS AS
NW,MAIDEN NAME
NX,PRIMARY OWNER
NY,BIRTH NAME
NZ,PRIMARY PHYSICIAN
O1,ORIGINATING BANK
O2,ORIGINATING COMPANY
O3,RECEIVING COMPANY
O4,FACTOR
O5,MERCHANT BANKER
O6,NON REGISTERED BUSINESS NAME
O7,REGISTERED BUSINESS NAME
O8,REGISTRAR
OA,ELECTRONIC RETURN ORIGINATOR
OB,ORDERED BY
OC,ORIGIN CARRIER
OD,DOCTOR OF OPTOMETRY
OE,BOOKING OFFICE
OF,OFFSET OPERATOR
OG,CO-OWNER
OH,OTHER DEPARTMENTS
OI,OUTSIDE INSPECTION AGENCY
OL,OFFICER
OM,ORIGIN MAIL FACILITY
ON,PRODUCT POSITION HOLDER
OO,ORDER OF (SHIPPERS ORDERS) - (TRANSPORTATION)
OP,OPERATOR OF PROPERTY OR UNIT
OR,ORIGIN DRAYMAN
ORI,ORIGINAL NAME
OS,OVERRIDE INSTITUTION; THIS IS NOT THE INSTITUTION SENDING THE REC
OSH,OFF-SITE HANDLER
OT,ORIGIN TERMINAL
OU,OUTSIDE PROCESSOR
OUC,OTHER UNLISTED TYPE OF CORPORATION
OV,OWNER OF VESSEL
OW,OWNER OF PROPERTY OR UNIT
OX,OXYGEN THERAPY FACILITY
OY,OWNER OF VEHICLE
OZ,OUTSIDE TESTING AGENCY
P0,PATIENT FACILITY
P1,PREPARER
P2,PRIMARY INSURED OR SUBSCRIBER
P3,PRIMARY CARE PROVIDER
P4,PRIOR INSURANCE CARRIER
P5,PLAN SPONSOR
P6,THIRD PARTY REVIEWING PREFERRED PROVIDER ORGANIZATION (PPO)
P7,THIRD PARTY REPRICING PREFERRED PROVIDER ORGANIZATION (PPO)
P8,PERSONNEL OFFICE
P9,PRIMARY INTEREXCHANGE CARRIER (PIC)
PA,PARTY TO RECEIVE INSPECTION REPORT
PB,PAYING BANK
PC,PARTY TO RECEIVE CERT. OF CONFORMANCE (C.A.A.)
PD,PURCHASER'S DEPARTMENT BUYER
PE,PAYEE
PF,PARTY TO RECEIVE FREIGHT BILL
PG,PRIME CONTRACTOR
PH,PRINTER
PI,PUBLISHER
PIC,PRIMARY INVENTORY CONTROL ACTIVITY
PJ,PARTY TO RECEIVE CORRESPONDENCE
PK,PARTY TO RECEIVE COPY
PL,PARTY TO RECEIVE PURCHASE ORDER
PLC,LAW ENFORCEMENT AGENCY
PLR,PAYER OF LAST RESORT
PM,PARTY TO RECEIVE PAPER MEMO OF INVOICE
PMC,PRIOR MORTGAGE COMPANY
PMF,PARTY MANUFACTURED FOR
PMG,PROGRAM MANAGER
PN,PARTY TO RECEIVE SHIPPING NOTICE
PO,PARTY TO RECEIVE INVOICE FOR GOODS OR SERVICES
PP,PROPERTY
PPC,PAST PERFORMANCE CONTACT
PPS,PERSON FOR WHOSE BENEFIT PROPERTY WAS SEIZED
PQ,PARTY TO RECEIVE INVOICE FOR LEASE PAYMENTS
PR,PAYER
PRE,PREVIOUS OWNER
PRO,PROSPECT SERVICE
PRP,PRIMARY PAYER
PS,PREVIOUS STATION
PT,PARTY TO RECEIVE TEST REPORT
PU,PARTY AT PICKUP LOCATION
PUR,PURCHASED COMPANY
PV,PARTY PERFORMING CERTIFICATION
PW,PICKUP ADDRESS
PX,PARTY PERFORMING COUNT
PY,PARTY TO FILE PERSONAL PROPERTY TAX
PZ,PARTY TO RECEIVE EQUIPMENT
Q1,CONDUCTOR PILOT
Q2,ENGINEER PILOT
Q3,RETAIL ACCOUNT
Q4,COOPERATIVE BUYING GROUP
Q5,ADVERTISING GROUP
Q6,INTERPRETER
Q7,PARTNER
Q8,BASE PERIOD EMPLOYER
Q9,LAST EMPLOYER
QA,PHARMACY
QB,PURCHASE SERVICE PROVIDER
QC,PATIENT
QD,RESPONSIBLE PARTY
QE,POLICYHOLDER
QF,PASSENGER
QG,PEDESTRIAN
QH,PHYSICIAN
QI,PARTY IN POSSESSION
QJ,MOST RECENT EMPLOYER (CHARGEABLE)
QK,MANAGED CARE
QL,CHIROPRACTOR
QM,DIALYSIS CENTERS
QN,DENTIST
QO,DOCTOR OF OSTEOPATHY
QP,PRINCIPAL BORROWER
QQ,QUALITY CONTROL
QR,BUYER'S QUALITY REVIEW BOARD
QS,PODIATRIST
QT,PSYCHIATRIST
QU,VETERINARIAN
QV,GROUP PRACTICE
QW,GOVERNMENT
QX,HOME HEALTH CORPORATION
QY,MEDICAL DOCTOR
QZ,CO-BORROWER
R0,ROYALTY OWNER
R1,PARTY TO RECEIVE SCALE TICKET
R2,REPORTING OFFICER
R3,NEXT SCHEDULED DESTINATION
R4,REGULATORY (STATE) DISTRICT
R5,REGULATORY (STATE) ENTITY
R6,REQUESTER
R7,CONSUMER REFERRAL CONTACT
R8,CREDIT REPORTING AGENCY
R9,REQUESTED LENDER
RA,ALTERNATE RETURN ADDRESS
RB,RECEIVING BANK
RC,RECEIVING LOCATION
RCR,RECOVERY ROOM
RD,DESTINATION INTERMODAL RAMP
REC,RECEIVER MANAGER
RF,REFINERY
RG,"RESPONSIBLE INSTALLATION, ORIGIN"
RGA,RESPONSIBLE GOVERNMENT AGENCY
RH,"RESPONSIBLE INSTALLATION, DESTINATION"
RI,REMIT TO
RJ,RESIDENCE OR DOMICILE
RK,REFINERY OPERATOR
RL,REPORTING LOCATION
RM,PARTY THAT REMITS PAYMENT
RN,REPAIR OR REFURBISH LOCATION
RO,ORIGINAL INTERMODAL RAMP
RP,RECEIVING POINT FOR CUSTOMER SAMPLES
RQ,RESALE CUSTOMER
RR,RAILROAD
RR2,CLASS II RAILROAD
RR3,CLASS III RAILROAD
RS,RECEIVING FACILITY SCHEDULER
RT,RETURNED TO
RU,RECEIVING SUB-LOCATION
RV,RESERVOIR
RW,RURAL HEALTH CLINIC
RX,RESPONSIBLE EXHIBITOR
RY,SPECIFIED REPOSITORY
RZ,RECEIPT ZONE
S0,SOLE PROPRIETOR
S1,PARENT
S2,STUDENT
S3,CUSTODIAL PARENT
S4,SKILLED NURSING FACILITY
S5,SECURED PARTY
S6,AGENCY GRANTING SECURITY CLEARANCE
S7,SECURED PARTY COMPANY
S8,SECURED PARTY INDIVIDUAL
S9,SIBLING
SA,SALVAGE CARRIER
SB,STORAGE AREA
SC,STORE CLASS
SD,SOLD TO AND SHIP TO
SE,SELLING PARTY
SEP,SECONDARY PAYER
SF,SHIP FROM
SG,STORE GROUP
SH,SHIPPER
SI,SHIPPING SCHEDULE ISSUER
SIC,SECONDARY INVENTORY CONTROL ACTIVITY
SIP,SHIP-IN-PLACE LOCATION
SJ,SERVICE PROVIDER
SK,SECONDARY LOCATION ADDRESS (SLA)
SL,ORIGIN SUBLOCATION
SM,PARTY TO RECEIVE SHIPPING MANIFEST
SN,STORE
SNP,US CUSTOMS & BORDER PROTECTION SECOND NOTIFY PARTY
SO,SOLD TO IF DIFFERENT FROM BILL TO
SP,PARTY FILLING SHIPPER'S ORDER
SQ,SERVICE BUREAU
SR,SAMPLES TO BE RETURNED TO
SS,STEAMSHIP COMPANY
ST,SHIP TO
STC,SWITCHING AND TERMINAL CARRIER
SU,SUPPLIER/MANUFACTURER
SUS,SUPPLY SOURCE
SV,SERVICE PERFORMANCE SITE
SW,SEALING COMPANY
SX,SCHOOL-BASED SERVICE PROVIDER
SY,SECONDARY TAXPAYER
SZ,SUPERVISOR
T1,OPERATOR OF THE TRANSFER POINT
T2,OPERATOR OF THE SOURCE TRANSFER POINT
T3,TERMINAL LOCATION
T4,TRANSFER POINT
T6,TERMINAL OPERATOR
T8,PREVIOUS TITLE COMPANY
T9,PRIOR TITLE EVIDENCE HOLDER
TA,TITLE INSURANCE SERVICES PROVIDER
TB,TOOLING
TC,TOOL SOURCE
TD,TOOLING DESIGN
TE,THEATRE
TEC,TAX EXEMPT CORPORATION
TF,TANK FARM
TG,TOOLING FABRICATION
TH,THEATER CIRCUIT
TI,TARIFF ISSUER
TJ,COSIGNER
TK,TEST SPONSOR
TL,TESTING LABORATORY
TM,TRANSMITTER
TN,TRADENAME
TO,MESSAGE TO
TOW,TOWING AGENCY
TP,PRIMARY TAXPAYER
TPM,THIRD PARTY MARKETER
TQ,THIRD PARTY REVIEWING ORGANIZATION (TPO)
TR,TERMINAL
TS,PARTY TO RECEIVE CERTIFIED TEST RESULTS
TSD,"TREATMENT, STORAGE OR DISPOSAL FACILITY"
TSE,CONSIGNEE COURIER TRANSFER STATION
TSR,CONSIGNOR COURIER TRANSFER STATION
TT,TRANSFER TO
TTP,TERTIARY PAYER
TU,THIRD PARTY REPRICING ORGANIZATION (TPO)
TV,THIRD PARTY ADMINISTRATOR (TPA)
TW,TRANSIT AUTHORITY
TX,TAX AUTHORITY
TY,TRUSTEE
TZ,SIGNIFICANT OTHER
U1,GAS TRANSACTION POINT 1
U2,GAS TRANSACTION POINT 2
U3,SERVICING AGENT
U4,TEAM
U5,UNDERWRITER
U6,TITLE UNDERWRITER
U7,PSYCHOLOGIST
U8,REFERENCE
U9,NON-REGISTERED INVESTMENT ADVISOR
UA,PLACE OF BOTTLING
UB,PLACE OF DISTILLING
UC,ULTIMATE CONSIGNEE
UD,REGION
UE,TESTING SERVICE
UF,HEALTH MISCELLANEOUS
UG,NURSING HOME CHAIN
UH,NURSING HOME
UI,REGISTERED INVESTMENT ADVISOR
UJ,SALES ASSISTANT
UK,SYSTEM
UL,SPECIAL ACCOUNT
UM,CURRENT EMPLOYER (PRIMARY)
UN,UNION
UO,CURRENT EMPLOYER (SECONDARY)
UP,UNLOADING PARTY
UQ,SUBSEQUENT OWNER
UR,SURGEON
US,UPSTREAM PARTY
UT,U.S. TRUSTEE
UU,ANNUITANT PAYOR
UW,UNASSIGNED AGENT
UX,BASE JURISDICTION
UY,VEHICLE
UZ,SIGNER
V1,SURETY
V2,GRANTOR
V3,WELL PAD CONSTRUCTION CONTRACTOR
V4,OIL AND GAS REGULATORY AGENCY
V5,SURFACE DISCHARGE AGENCY
V6,WELL CASING DEPTH AUTHORITY
V8,MARKET TIMER
V9,OWNER ANNUITANT PAYOR
VA,SECOND CONTACT
VB,CANDIDATE
VC,VEHICLE CUSTODIAN
VD,MULTIPLE LISTING SERVICE
VE,BOARD OF REALTORS
VER,PARTY PERFORMING VERIFICATION
VF,SELLING OFFICE
VG,LISTING AGENT
VH,SHOWING AGENT
VI,CONTACT PERSON
VIC,VICTIM
VJ,OWNER JOINT ANNUITANT PAYOR
VK,PROPERTY OR BUILDING MANAGER
VL,BUILDER NAME
VM,OCCUPANT
VN,VENDOR
VO,ELEMENTARY SCHOOL
VP,PARTY WITH POWER TO VOTE SECURITIES
VQ,MIDDLE SCHOOL
VR,JUNIOR HIGH SCHOOL
VS,VEHICLE SALVAGE ASSIGNMENT
VT,LISTING OFFICE
VU,SECOND CONTACT ORGANIZATION
VV,OWNER PAYOR
VW,WINNER
VX,PRODUCTION MANAGER
VY,ORGANIZATION COMPLETING CONFIGURATION CHANGE
W1,WORK TEAM
W2,SUPPLIER WORK TEAM
W3,THIRD PARTY INVESTMENT ADVISOR
W4,TRUST
W8,INTERLINE SERVICE COMMITMENT CUSTOMER
W9,SAMPLING LOCATION
WA,WRITING AGENT
WB,APPRAISER NAME
WC,COMPARABLE PROPERTY
WD,STORAGE FACILITY AT DESTINATION
WE,SUBJECT PROPERTY
WF,TANK FARM OWNER
WG,WAGE EARNER
WH,WAREHOUSE
WI,WITNESS
WJ,SUPERVISORY APPRAISER NAME
WL,WHOLESALER
WN,COMPANY ASSIGNED WELL
WO,STORAGE FACILITY AT ORIGIN
WP,WITNESS FOR PLAINTIFF
WR,WITHDRAWAL POINT
WS,WATER SYSTEM
WT,WITNESS FOR DEFENDANT
WU,PRIMARY SUPPORT ORGANIZATION
WV,PRELIMINARY MAINTENANCE PERIOD DESIGNATING ORGANIZATION
WW,PRELIMINARY MAINTENANCE ORGANIZATION
WX,PRELIMINARY REFERRED TO ORGANIZATION
WY,FINAL MAINTENANCE PERIOD DESIGNATING ORGANIZATION
WZ,FINAL MAINTENANCE ORGANIZATION
X1,MAIL TO
X2,PARTY TO PERFORM PACKAGING
X3,UTILIZATION MANAGEMENT ORGANIZATION
X4,SPOUSE
X5,DURABLE MEDICAL EQUIPMENT SUPPLIER
X6,INTERNATIONAL ORGANIZATION
X7,INVENTOR
X8,HISPANIC SERVICE INSTITUTE
XA,CREDITOR
XC,DEBTOR'S ATTORNEY
XD,ALIAS
XE,CLAIM RECIPIENT
XF,AUCTIONEER
XG,EVENT LOCATION
XH,FINAL REFERRED TO ORGANIZATION
XI,ORIGINAL CLAIMANT
XJ,ACTUAL REFERRED BY ORGANIZATION
XK,ACTUAL REFERRED TO ORGANIZATION
XL,BORROWER'S EMPLOYER
XM,MAINTENANCE ORGANIZATION USED FOR ESTIMATE
XN,PLANNING/MAINTENANCE ORGANIZATION
XO,PRELIMINARY CUSTOMER ORGANIZATION
XP,PARTY TO RECEIVE SOLICITATION
XQ,CANADIAN CUSTOMS BROKER
XR,MEXICAN CUSTOMS BROKER
XS,S CORPORATION
XT,FINAL CUSTOMER ORGANIZATION
XU,UNITED STATES CUSTOMS BROKER
XV,CROSS CLAIMANT
XW,COUNTER CLAIMANT
XX,BUSINESS AREA
XY,TRIBAL GOVERNMENT
XZ,AMERICAN INDIAN-OWNED BUSINESS
Y2,MANAGED CARE ORGANIZATION
YA,AFFIANT
YB,ARBITRATOR
YC,BAIL PAYOR
YD,DISTRICT JUSTICE
YE,THIRD PARTY
YF,WITNESS FOR PROSECUTION
YG,EXPERT WITNESS
YH,CRIME VICTIM
YI,JUVENILE VICTIM
YJ,JUVENILE DEFENDANT
YK,BONDSMAN
YL,COURT APPOINTED ATTORNEY
YM,COMPLAINANT'S ATTORNEY
YN,DISTRICT ATTORNEY
YO,"ATTORNEY FOR DEFENDANT, PUBLIC"
YP,PRO BONO ATTORNEY
YQ,PRO SE COUNSEL
YR,PARTY TO APPEAR BEFORE
YS,APPELLANT
YT,APPELLEE
YU,ARRESTING OFFICER
YV,HOSTILE WITNESS
YW,DISCHARGE POINT
YX,FLOOD CERTIFIER
YY,FLOOD DETERMINATION PROVIDER
YZ,ELECTRONIC REGISTRATION UTILITY
Z1,PARTY TO RECEIVE STATUS
Z2,UNSERVICEABLE MATERIAL CONSIGNEE
Z3,POTENTIAL SOURCE OF SUPPLY
Z4,OWNING INVENTORY CONTROL POINT
Z5,MANAGEMENT CONTROL ACTIVITY
Z6,TRANSFERRING PARTY
Z7,MARK-FOR PARTY
Z8,LAST KNOWN SOURCE OF SUPPLY
Z9,BANKER
ZA,CORRECTED ADDRESS
ZB,PARTY TO RECEIVE CREDIT
ZC,RENT PAYOR
ZD,PARTY TO RECEIVE REPORTS
ZE,END ITEM MANUFACTURER
ZF,BREAK BULK POINT
ZG,PRESENT ADDRESS
ZH,CHILD
ZJ,BRANCH
ZK,REPORTER
ZL,PARTY PASSING THE TRANSACTION
ZM,LEASE LOCATION
ZN,LOSING INVENTORY MANAGER
ZO,MINIMUM ROYALTY PAYOR
ZP,GAINING INVENTORY MANAGER
ZQ,SCREENING POINT
ZR,VALIDATING PARTY
ZS,MONITORING PARTY
ZT,PARTICIPATING AREA
ZU,FORMATION
ZV,ALLOWABLE RECIPIENT
ZW,FIELD
ZX,ATTORNEY OF RECORD
ZY,AMICUS CURIAE
ZZ,MUTUALLY DEFINED
