Value,Description
EW,HAS SOLE AUTHORITY
EX,EXCELLENT
EY,HAS VOTING RIGHTS
EZ,HEADING ADDRESS IN REGISTERED OFFICE ONLY
F0,HIGH LEVEL
F1,HOMEWORKERS EMPLOYED
F2,IN SUBSCRIBER SHARES
F3,INACTIVE
F4,INCOMPLETE
F5,INCORPORATION DETAILS REQUESTED
F6,INCREASE OR UP
F7,INFORMATION CANNOT BE PROVIDED AT THIS TIME
F8,INFORMATION IN DATE
F9,INFORMATION REQUIRES INVESTIGATION
FA,ACTIONS HAS A SIGNIFICANT ENVIRONMENTAL EFFECT
FB,APPLICATION INCLUDES COMPLETE SYSTEM
FC,ANTENNA IS MOUNTED ON A STRUCTURE WITH AN EXISTING ANTENNA
FD,NOTICE OF CONSTRUCTION OR ALTERATION HAS BEEN FILED
FE,APPLICANT WANTS TO MONITOR FREQUENCY
FF,APPLICANT HAS BEEN DENIED GOVERNMENT BENEFITS DUE TO USE OF DRUGS
FG,APPLICATION IS CERTIFIED
FH,APPLICATION IS FOR OTHER THAN A NEW STATION
FI,FEE REQUIRED
FJ,FLOOD STATUS
FK,FLOOD INSURANCE REQUIRED
FL,FEDERAL FLOOD INSURANCE IS AVAILABLE (COMMUNITY PARTICIPATES)
FM,INVENTORY VALUED USING LIFO (LAST IN/FIRST OUT)
FN,NOT TOO HIGH LEVEL
FO,FORGETFUL
FP,FLOOD CERTIFICATION WITH LIFE OF LOAN
FQ,STREET MAINTENANCE IS PUBLIC
FR,FAIR
FS,NOT YET REGISTERED
FT,OBLIGED TO FILE BALANCE SHEET
FU,OFFICIAL CONFIRMATION RECEIVED
FV,OLD BUT WELL KEPT
FW,OLD ESTABLISHED BUSINESS
FX,OPERATED AT BREAK EVEN
FY,OPERATES AS AGENT
FZ,FLOOD ZONE STATUS
G0,OUT OF BUSINESS
G1,OUTSTANDING CLAIMS
G2,GAS ON
G3,HAZARDOUS MATERIALS ARE USED OR PRODUCED
G4,GENETICALLY ENGINEERED ORGANISMS ARE USED OR PRODUCED
G5,THIS IS A GROUP PROPOSAL
G6,HISTORICAL SITES ARE AFFECTED
G7,FACILITIES ARE PROPERLY ACCREDITED OR AUTHORIZED
G8,PROPRIETARY OR PRIVILEGED INFORMATION WILL BE CONTAINED IN THE AP
G9,THIS PROJECT HAS AN ACTUAL OR POTENTIAL IMPACT ON THE ENVIRONMENT
GA,GROWTH RATE IS FULLY DEVELOPED
GB,OUTSTANDING SOCIAL SECURITY CLAIMS
GC,OUTSTANDING VALUE ADDED TAX (VAT) CLAIMS
GD,PRODUCT DEMONSTRATION IN EFFECT
GE,OWNERSHIP ACKNOWLEDGED IN SIGNED STATEMENT
GF,OWNERSHIP ACKNOWLEDGED VERBALLY
GG,OWNERSHIP NOT ACKNOWLEDGED
GH,OWNS NO REAL ESTATE
GI,OWNS REAL ESTATE BUT DETAILS NOT AVAILABLE
GJ,PREPARED FROM BOOKS WITHOUT AUDIT
GK,PREPARED FROM STATEMENT BY ACCOUNTANT
GL,PROFITS PAID TO GROUP
GM,SHELF SET TO MANUFACTURER'S STANDARD
GN,PUBLICLY TRADED
GO,GOOD
GP,PURCHASE AUTHORITY IS QUALIFIED
GQ,PURCHASES ON FLOOR PLAN
GR,SHELF SET TO RETAILER'S SCHEMATIC
GS,PURCHASES ON LETTER OF CREDIT
GT,REAL ESTATE CHECK IS NECESSARY
GU,RECORD OF PREFERENTIAL CLAIMS
GV,REGISTERED ADDRESS IS SAME AS BUSINESS ADDRESS
GW,RELATIVES HELP IN BUSINESS
GX,SATISFACTORY
GY,SEASONS ARE STEADY
GZ,SECURED
H0,ORGANIZATION CERTIFIES COMPLIANCE WITH FEDERAL LOBBYING REGULATIO
H1,PROJECT INVOLVES INTERNATIONAL CO-OPERATIVE ACTIVITIES
H2,HUMAN ANATOMICAL SUBSTANCES ARE USED
H3,HANDICAP FACILITIES ARE AVAILABLE
H4,LOBBYING ACTIVITIES HAVE BEEN CONDUCTED REGARDING THE PROPOSAL
H5,ORGANIZATION CERTIFIES COMPLIANCE WITH THE DRUG-FREE WORKPLACE AC
H6,ORGANIZATION CERTIFIES COMPLIANCE WITH THE CODE OF FEDERAL REGULA
H7,ORGANIZATION PROVIDES A SMOKE FREE WORKPLACE
H8,ORGANIZATION CERTIFIES COMPLIANCE WITH FEDERAL DISCRIMINATION REG
H9,ORGANIZATION CERTIFIES COMPLIANCE WITH THE CODE OF FEDERAL REGULA
HA,WELL MAINTAINED
HB,INTEREST RATE BUYDOWN
HC,HEATING AND COOLING FOR THE INDIVIDUAL UNITS SEPARATELY METERED
HD,HIGH DISCHARGE
HE,HIGH ENGINE WATER PRESSURE
HF,INTEREST ONLY
HG,GRADUATED PAYMENT
HH,PRINCIPAL BALANCE EXCEEDS MAXIMUM NEGATIVE AMORTIZATION
HI,LAST CHANGE
HJ,LIABILITY RELEASED
HK,LIABILITY NOT RELEASED
HL,HEARING LIMITATIONS
HM,LIABILITY DETERMINED BY NOTE HOLDER
HN,AFTER CONVERSION
HO,HOSTILE
HP,AFTER MODIFICATION
HQ,BALLOON
HR,CAPITALIZED MORTGAGE
HS,FEDERAL WAGES IN EFFECT
HT,SOCIAL SECURITY NUMBER (SSN) NEVER ISSUED
HU,NAME DOES NOT MATCH SOCIAL SECURITY NUMBER (SSN)
HV,BIRTHDATE DOES NOT MATCH SOCIAL SECURITY NUMBER (SSN)
HW,IMPOSSIBLE SOCIAL SECURITY NUMBER (SSN)
HX,EMPLOYEE IS INELIGIBLE TO WORK
HY,METES AND BOUNDS
HZ,"CONSOLIDATION, EXTENSION, MODIFICATION OF MORTGAGE LOAN (CEM)"
I0,BASED ON OPERATING DATA
I1,USES OUTSIDE SERVICES
I2,VERY HIGH LEVEL
I3,VERY SMALL
I4,VOLUNTARY BANKRUPTCY
I5,WELL BALANCED
I6,WELL REGARDED IN BUSINESS CIRCLES
I7,ORGANIZATION HAS DELINQUENT FEDERAL DEBTS
I8,ORGANIZATION HAS BEEN PLACED ON THE FEDERAL DEBARMENT AND SUSPENS
I9,NO-SHOW INDICATOR
IA,INTEREST PAID IN ADVANCE
IB,INTEREST PAID IN ARREARS
IC,INTEREST CARRYOVER
ID,SELLS DIRECTLY
IE,SELLS WITH AGENTS
IF,SELLS WITH STORAGE
IG,SMALL
IH,INDEPENDENT AT HOME
II,SOME INCREASE
IJ,SOMEWHAT DECLINING TENDENCY
IK,STARTED SOME TIME AGO
IL,INDUSTRY LOCATION
IM,SUFFICIENT
IN,INDIFFERENT
IO,TERMINATION DATE SET
IP,INJURY OCCURRED ON EMPLOYER'S PREMISES
IQ,TERMS INCLUDE LUMP SUM PAYMENTS
IR,TERMS INCLUDE PROGRESS PAYMENTS
IS,TERMS ON COST PLUS BASIS
IT,TERMS ON FIXED FEE BASIS
IU,TRADE STYLE REGISTERED
IV,TRADING ADDRESS OF SOLE PROPRIETOR
IW,UNCHANGED SITUATION
IX,UNDETERMINED
IY,UNSATISFACTORY
IZ,UNSECURED
J0,QUALIFIES AS AN ENERGY EFFICIENT HOME
J1,MILITARY SERVICES BARRED FROM RECRUITMENT ACTIVITIES AT THE PROPO
J2,RATE NEGOTIATED
J3,UNDER PENALTY OF PERJURY THE INFORMATION IS TRUE AND CORRECT
J4,PROJECT REQUIRES INTER-GOVERNMENT REVIEW FOR ACTIVITIES THAT AFFE
J5,FILING ON BEHALF OF DEBTOR IS AUTHORIZED
J6,DEBTOR UNDERSTANDS THE RELIEF AVAILABLE UNDER EACH BANKRUPTCY CHA
J7,ATTORNEY DECLARES THAT DEBTOR HAS BEEN INFORMED
J8,ATTORNEY HAS EXPLAINED THE RELIEF AVAILABLE UNDER EACH BANKRUPTCY
J9,THERE HAS BEEN A TRANSFER OF A CLAIM AGAINST THE DEBTOR BY OR TO
JA,THIRD PARTY ORIGINATED
JB,EXISTING CONSTRUCTION
JC,OTHER LIEN
JCA,JOINT COVERAGE APPLIES
JD,SUBJECT LIEN
JE,"NO EVIDENCE OF PROPERTY DAMAGE OBSERVED SUCH AS DAMPNESS, TERMITE"
JF,PRIMARY UNDERWRITING SYSTEM
JG,NON NEW PARTS USED
JH,PLEDGED LOAN
JI,SECURITY DELIVERY
JJ,SECONDARY UNDERWRITING SYSTEM
JK,DISTRIBUTION IS STOPPED
JL,SENTENCE WAS SUSPENDED
JM,VERY NEGATIVE INFORMATION EXISTS
JN,PAYMENT NOTES EXIST
JO,IMMIGRATED
JP,AUDITED WITH QUALIFICATIONS
JQ,AUDITED
JR,TEMPORARILY CLOSED
JS,PARTIAL
JT,TELEPHONE NUMBER IS UNPUBLISHED
JU,TELEPHONE NUMBER IS NOT IN SERVICE
JV,NEGATIVE INFORMATION EXISTS FOR THE GROUP
JW,THE MORE IMPORTANT ITEMS ARE ONLY INCLUDED
JX,INTEREST OWNED BY AFFILIATED COMPANY
JY,INTEREST OWNED BY SUBJECT OF INQUIRY
JZ,QUALIFIES AS A GOVERNMENT APPROVED CONDOMINIUM OR PROJECT
K0,ACCOUNT RECEIVABLES BREAKDOWN UNDISCLOSED
K1,ADDITIONAL RECORD ITEMS AVAILABLE
K2,ADDRESS IS QUALIFIED
K3,ALL PAID IN OR ISSUED
K4,APPEARS HIGH
K5,APPEARS NOT TO GUARANTEE SUFFICIENT COVERAGE
K6,APPEARS SUFFICIENTLY HIGH
K7,APPEARS TO INDICATE A STRAINED SITUATION
K8,BANKS WITH MAIN NATIONAL BANKS
K9,BILLS PAID FROM BRANCH OFFICE
KA,BILLS PAID FROM DIVISION OFFICE
KB,BILLS PAID FROM HEADQUARTERS OFFICE
KC,BOND INFORMATION AVAILABLE
KD,CHANGED ACCOUNTING DATE
KE,CLEAR
KF,CLEAR DECLINING TENDENCY
KG,CLEAR INCREASE
KH,CLUTTERED
KI,COMPANY HAS NO OTHER LOCATIONS
KJ,COMPANY IS BRANCH OF FOREIGN ENTITY
KK,COMPANY IS PERPETUAL
KL,COMPANY IS TAX EXEMPT
KM,COMPARED TO SAME PERIOD LAST YEAR
KN,CONDUCTED AT A LOSS
KO,INVENTORY VALUED USING FIFO (FIRST IN/FIRST OUT)
KP,LARGE
KQ,LETTER OF AGREEMENT PRESENT
KR,LETTER OF AGREEMENT WITHDRAWN
KS,LETTER OF LIABILITY PRESENT
KT,LETTER OF LIABILITY WITHDRAWN
KU,LOCATION INQUIRED UPON IS A BRANCH
KV,LOCATION INQUIRED UPON IS A BRANCH; HEADQUARTERS IS PROVIDED
KW,LOCATION INQUIRED UPON IS A HEADQUARTERS
KX,LOCATION IS FOREIGN
KY,MEANS EXHAUSTED
KZ,MEDIUM TO LARGE
L0,IMMUNIZATION MANDATED BY STATE LAW FOR EMPLOYMENT
L1,GENERAL STANDARD OF 20 DEGREE OR .5 DIOPTER SPHERE OR CYLINDER CH
L2,REPLACEMENT DUE TO LOSS OR THEFT
L3,REPLACEMENT DUE TO BREAKAGE OR DAMAGE
L4,REPLACEMENT DUE TO PATIENT PREFERENCE
L5,REPLACEMENT DUE TO MEDICAL REASON
L6,LAND CONTRACT
L7,ACCOUNT CURRENT
L8,VERY GOOD
L9,RESTORED
LA,LETTER OF MAP AMENDMENT OR LETTER OF MAP REVISION
LB,LEGALLY BLIND
LC,PRODUCER OF GOODS
LD,DRAWBACK INDICATOR
LE,LETHARGIC
LF,CUSTOMS RULE APPLICABLE
LG,EXPORTED PURSUANT TO LAW REGULATION OR TO CANCEL CUSTOMS BOND
LH,COUNTRY OF ORIGIN INFORMATION APPLIES TO ALL PRIOR SHIPMENTS
LI,PRICE ESTIMATED
LJ,NORTH AMERICAN FREE TRADE AGREEMENT (NAFTA) PREFERENCE
LK,KIT FORM
LL,LOCKOUT EFFECTIVE
LM,LETTER OF APPOINTMENT
LN,FACILITY S EMERGENCY RESPONSE PLAN INCLUDES SPECIFIC ACTIONS TO B
LO,LOCOMOTIVE IS ISOLATED
LP,LOW ENGINE OIL PRESSURE
LQ,FACILITY HAD A SAFETY INSPECTION
LR,LOCOMOTIVE ENGINE IS RUNNING
LS,LESSEE SIGNATURE ON FILE
LSD,LIST SPECIALTY IN DIRECTORY
LT,LENDER OR SERVICER TRANSFER
LU,EVIDENCE OF DAMPNESS
LV,EVIDENCE OF TERMITES
LW,EVIDENCE OF STRUCTURE SETTLEMENT
LX,SALVAGE MOVED
LY,ADDRESS IS FORMER LOCATION
LZ,ADDRESS IS OCCUPIED BY OTHERS
M0,FACILITY HAS AN OCCUPATIONAL SAFETY AND HEALTH ACT
M1,DATA CORRECTED
M2,SERVICER RECORD SELECTED
M3,LENGTH OF SERVICE IS 3 MONTHS OR LESS
M4,"LENGTH OF SERVICE IS 3 MONTHS OR MORE, AND LESS THAN 1 YEAR"
M5,LENGTH OF SERVICE IS 1 YEAR THROUGH 5 YEARS
M6,LENGTH OF SERVICE IS MORE THAN 5 YEARS
M7,CATARACT OR CORNEAL TRANSPLANT OR OTHER CONDITION SUCH AS KERATOC
M8,VISION IN WORSE EYE CORRECTABLE TO 20/40 OR BETTER WITH REGULAR L
M9,CONTACT LENSES CORRECTED VISION IN WORSE EYE TO 20/40 OR BETTER
MA,MAJOR ALARM FLAG REPORTED
MB,EQUIPMENT HAS MODIFIED CONFIGURATION
MC,OTHER MENTAL CONDITION
MD,MARKETING TIME IS 4 TO 6 MONTHS
ME,TREND REVERSED
MF,MICROPROCESSOR FAULT
MG,MORTGAGE INSURANCE APPLICATION INCLUDED
MH,MORTGAGE CREDIT REPORT INCLUDED
MI,RESIDENTIAL LOAN APPLICATION INCLUDED
MJ,REAL ESTATE INFORMATION REPORT INCLUDED
MK,REAL ESTATE TITLE EVIDENCE INCLUDED
ML,MANUALLY SEARCH AND LIST
MM,PROPERTY IS OCCUPIED BY TENANT (MARKET RENT)
MN,PROPERTY IS OCCUPIED BY TENANT (REGULATED RENT)
MO,COOPERATIVE PROJECT INCLUDES OR OWNS ANY COMMERCIAL UNITS
MP,UNITS AND PROJECT AMENITIES ARE COMPLETE
MQ,ELIGIBLE TRUST
MR,RESALE PROPERTY
MS,MISCELLANEOUS SKIP-TRACE ATTEMPT
MT,PHOTOS MATCH DESCRIPTION
MU,PHOTOS SHOW NEGATIVE INFLUENCE
MV,EXCLUDE FROM MONTHLY DEBT
MW,THIS BROKER MARKET ANALYSIS IS BEING COMPLETED FOR HOME MARKET AS
MX,THIS BROKER MARKET ANALYSIS IS BEING COMPLETED FOR HOMESALE OR BU
MY,PROJECT TYPE IS SINGLE FAMILY
MZ,PROJECT TYPE IS OTHER
N0,HOSPITALIZED OVER-NIGHT
N1,CLAIM INVOLVES (A) DAY(S) AWAY FROM WORK
N2,CLAIM INVOLVES RESTRICTED WORK ACTIVITY WITHOUT DAYS AWAY FROM WO
N3,STRIKE OR LOCKOUT IN PROGRESS
N4,SHUTDOWN OR LAYOFF IN PROGRESS
N5,WORK IS SEASONAL
N6,NATURAL DISASTER OR ADVERSE WEATHER AFFECTING WORK
N7,SHORTER WORK SCHEDULES OR FEWER PAY PERIODS THAN USUAL IN EFFECT
N8,LONGER WORK SCHEDULES OR MORE PAY PERIODS THAN USUAL IN EFFECT
N9,OTHER FACTORS AFFECT CLAIM FREQUENCY
NA,NO USER AVAILABLE
NB,NEIGHBORHOOD PREDOMINATELY SINGLE FAMILY DWELLINGS
NC,ITEM HAS DIRECT NUMERICAL CONTROL
ND,NOTE HOLDER PERMISSION REQUIRED
NDP,NO DEDUCTIBLE PROGRAM
NE,NOTARIZED
NF,NEW CONSTRUCTION
NG,MORTGAGE POINTS ARE CUSTOMARILY PAID BY SELLER
NH,NO NATIONAL FLOOD INSURANCE PROGRAM MAP
NI,SEASONED MORTGAGE
NJ,ISSUES ARE ANTICIPATED THAT WOULD AFFECT THE ABILITY TO SECURE FI
NK,CITIZENSHIP
NL,GROUP DISABILITY INSURANCE MANDATORY
NM,RETAIL ORIGINATION
NN,"ANSWER TO REFERENCED QUESTION IS ""NONE"""
NO,ARM'S LENGTH TRANSACTION
NP,CERTIFICATION OF A NON-ATTORNEY BANKRUPTCY PETITION PREPARER
NQ,ELIGIBLE FOR THE FANNIE MAE NEIGHBORS PROGRAM
NR,NO RESTRICTIONS
NS,401K PLAN IN EFFECT
NT,LODGING PROVIDED
NU,NOT USED
NV,CONTRACT LABOR
NW,BONUSES PAID
NX,MINORS EMPLOYED
NY,MEETS REQUIREMENTS FOR FANNIE MAE COMMUNITY SECONDS PROGRAM
NZ,PURCHASE IS A RESULT OF CURRENT EMPLOYER SPONSORED RELOCATION
O0,TEACHING MAJOR
O1,MULTIPLE UNSPECIFIED INSTANCES
O2,HIRES PART TIME EMPLOYEES AS NEEDED
O3,MEXICAN REQUEST
O4,RISK MANAGEMENT PLAN REQUIRES PREDICTIVE FILING
O5,SANITIZED COPY
O6,"SITE TREATED, DISPOSED, RECYCLED WASTE ON-SITE OR DISCHARGED WAST"
O7,TOXIC CHEMICAL CLAIMED AS TRADE SECRET
O8,UNDER CONTROL OF REPORTING FACILITY OR PARENT COMPANY
O9,WEATHER CONDITIONS NOT KNOWN
OA,SELLER PROVIDED BELOW MARKET SECONDARY FINANCING
OB,FIXED SITE
OC,MOBILE FACILITY
OD,TRANSFER AUTHORIZED
ODZ,OCCUPATIONAL DISEASE
OE,TRANSFER COMPLETE
OF,COMMERCIAL DRIVER'S LICENSE VERIFIED
OG,RESPONSIBILITY ACCEPTED
OH,WATERBODY INVOLVED
OI,CHARGES PENDING
OJ,DRIVER HAS PROPER LICENSE CLASS
OK,DRIVER COMPLIANT WITH LICENSE RESTRICTIONS
OL,OTHER LIMITATION
OM,DRIVER HAS COMMERCIAL DRIVER'S LICENSE
ON,DRIVER HAS MEDICAL WAIVER
OO,OWN OTHER FEDERAL HOUSING ADMINISTRATION PROPERTY
OP,OUT OF RANGE PRODUCT TEMPERATURE
OQ,PHOTOGRAPHS TAKEN
OR,OTHER RESTRICTIONS
OS,OUT OF SERVICE
OT,ORIENTED
OU,POLICE OFFICER AT SCENE
OV,OVERRIDDEN
OW,PROPOSED
OX,RATING IS AFFECTED
OY,"VETERAN AS DEFINED BY THE FEDERAL HOUSING ADMINISTRATION (FHA), V"
OZ,LIABILITY IS CONTINGENT OR HAS A CO-SIGNER
P0,TERMINAL DEGREE
P1,PATIENT WAS DISCHARGED FROM THE FIRST FACILITY
P2,PATIENT WAS ADMITTED TO THE SECOND FACILITY
P3,PROPERTY HAS A FAMILY ROOM OR DEN
P4,PROPERTY HAS CENTRAL AIR CONDITIONING
P5,PROPERTY TYPICAL OF NEIGHBORHOOD
P6,PROPERTY DEFERRED MAINTENANCE TYPICAL OF NEIGHBORHOOD
P7,ACCEPTING EXISTING PATIENTS
P8,ACCEPTING NEW PATIENTS
P9,PROPERTY INTENDED TO BE OCCUPIED AS PRIMARY RESIDENCE
PA,PARALYSIS
PB,PHONE SKIP BEGIN
PC,PLAN IS ATTACHED
PD,PHONE SKIP RESOLVED
PE,PHONE SKIP EXHAUST
PF,PAID OUTSIDE OF CLOSING
PFB,PREVIOUSLY FAILED BOARD CERTIFICATION
PG,PROJECT IS SUBJECT TO GROUND RENT
PH,PREPAYABLE
PI,PROGRAM
PJ,PROVIDER IS PARTICIPATING
PK,PRELIMINARY FLOOD DETERMINATION
PL,PROVIDER CERTIFICATION IN THE TAXONOMY HAS BEEN VERIFIED
PM,PROJECT AND SERVICES BUDGET IS MAINTAINED
PN,ATYPICAL PHYSICAL CONDITION
PO,PERSONAL PROPERTY ONSITE
PP,PROPERTY PREVIOUSLY WINTERIZED
PQ,LIABILITY WILL BE RESUBORDINATED TO THE LOAN UPON CLOSING
PR,POOR
PRD,PRIOR DAMAGE
PS,PUBLICATION IS INCLUDED IN SHARING
PT,PROJECT IS COMPLETE
PU,NOT PAID
PV,PROPERTY VACANT 0-5 PERCENT
PW,PARTIAL WEIGHT BEARING
PX,PAID BY BORROWER BEFORE CLOSING
PY,PROPERTY FOR SALE
PZ,PROPERTY VACANT OVER 5 PERCENT
Q0,VETERAN
Q1,EXPORT PRODUCT
Q2,"DISTILLED SPIRIT, BEER OR WINE"
Q3,U.S. GOODS RETURNED
Q4,CANDIDATE FOR U.S. CUSTOMS SERVICE PROTEST
Q5,DOMESTIC PRODUCT
Q6,PRIOR APPROVAL LETTER AND OFFICIAL ORDERS ON FILE
Q7,IMPORTER'S SUBSTANTIATING STATEMENT AND CONTRACT ARE ON FILE
Q8,INTERNATIONAL TRANSPORT MOVEMENT
Q9,PIECE COUNT SHOULD BE INCLUDED IN THE TOTAL PACKING LIST QUANTITY
QA,SHIPMENT SHOULD BE HELD AT THE PORT
QB,MULTIPLE STATES OF ORIGIN FOR THIS ITEM
QC,MULTIPLE COUNTRIES OF ORIGIN FOR THIS ITEM
QD,LETTER OF CREDIT RESTRICTED TO A SPECIFIC BANK
QE,LETTER OF CREDIT PERMITS TRANSSHIPMENT
QF,LETTER OF CREDIT COVERS PARTIAL SHIPMENTS
QG,DUTIABLE ITEM
QH,AMOUNTS SHOULD BE PRO-RATED ACROSS LINE ITEMS
QI,TOXIC SUBSTANCE CONTROL ACT (TSCA) CERTIFICATION REQUIRED
QJ,VISA REQUIRED FOR THIS ITEM
QK,ITEM SUBJECT TO QUOTAS
QL,ITEM IS A SET AS DEFINED BY THE GENERAL RULES OF INTERPRETATION S
QM,ITEM IS A SET
QN,ITEM IS AN ENSEMBLE
QO,ITEM IS A METAL ITEM
QP,ITEM IS A MACHINE PART
QQ,ITEM IS A HAZARDOUS ITEM
QR,ITEM IS ELIGIBLE UNDER THE GENERALIZED SYSTEM OF PREFERENCES (GSP
QS,QUANTITY TO BE IMPORTED HAS BEEN APPROVED BY THE NECESSARY AGENCI
QT,FILING DATA IS TO BE WITHHELD FROM PUBLIC INSPECTION
QU,PROPERTY TYPE COOPERATIVE
QV,PAID BY BORROWER AT CLOSING
QW,PAID BY OTHER AT OR BEFORE CLOSING
QX,TREATED AS A REDUCTION TO INCOME
QY,DOES ORGANIZATION RECEIVE INCOME FROM THE SALE OR LEASE OF TANGIB
QZ,IS ORGANIZATION A CONTRACTOR-RETAILER PRIMARILY ENGAGED IN RETAIL
R0,EXEMPT FROM PUBLIC RECORDS LAW
R1,DEBTOR HOLDS CLAIM TO REAL PROPERTY
R2,ENTITY CLAIMS TO HOLD A SECURED INTEREST
R3,DEBTOR HAS PROPERTY OF THE TYPE SPECIFIED
R4,DEBTOR ELECTS THE STATE EXEMPTION
R5,DEBTOR ELECTS THE FEDERAL EXEMPTION
R6,CO-DEBTOR MAY BE JOINTLY LIABLE
R7,CLAIM IS CONTINGENT
R8,CLAIM IS UNLIQUIDATED
R9,CLAIM IS DISPUTED
RA,REFERENCE TELEPHONE ATTEMPT
RB,DEBTOR HAS NO CREDITORS HOLDING UNSECURED PRIORITY CLAIMS
RC,REFERENCE TELEPHONE CONTACT
RCA,RENTAL CAR ARRANGED
RD,RENT DELINQUENT
RE,CLAIM IS SUBJECT TO SETOFF
RF,DEBTOR HAS NO EXECUTORY CONTRACTS OR UNEXPIRED LEASES
RG,LEASE IS FOR NONRESIDENTIAL REAL PROPERTY
RH,DEBTOR HAS NO CO-DEBTORS
RI,DEBTOR IS MARRIED
RJ,DEBTOR'S SPOUSE MAINTAINS A SEPARATE HOUSEHOLD
RK,REAL ESTATE TAXES ARE INCLUDED
RL,PROPERTY INSURANCE IS INCLUDED
RM,DEBTOR HAS NO CREDITORS HOLDING SECURED CLAIMS
RN,RENT CONTROL
RO,EQUIPMENT IS REBUILT
RP,INDIVIDUAL INJURED IN PERFORMANCE OF DUTY
RQ,INDIVIDUAL INJURED BY THIRD PARTY
RR,QUALITY OF MANAGEMENT AND ITS ENFORCEMENT OF RULES AND REGULATION
RS,PAY CONTINUED
RT,SICK LEAVE TAKEN
RU,SIGNATURE ON FILE
RV,LOW REFRIGERANT CAPACITY SHUTDOWN
RW,RECENT DEFROST
RX,RATED HORSEPOWER CAN BE PRODUCED
RY,FOREIGN MILITARY SALE
RZ,WAIVER OF PRIOR NOTICE
S0,ALTERNATE CERTIFICATION PROGRAM PARTICIPANT
S1,SERVICES PROVIDED AT THE SECOND FACILITY WERE AVAILABLE AT THE FI
S2,UNDER TREATMENT
S3,FIRST TIME VACANT
S4,ADVERSE EASEMENT
S5,DISCLOSURE INDICATOR
S6,ATYPICAL OFF SITE IMPROVEMENTS
S7,TOXIC SUBSTANCES
S8,ADVERSE ENCROACHMENT
S9,ATYPICAL FUNCTIONAL CONDITION
SA,SUBJECT PROPERTY IS CURRENTLY LISTED
SB,DEBTOR IS A SMALL BUSINESS AS DEFINED IN 11 U.S.C. SECTION 101
SC,SPECIAL SERVICES ARE MOBILE HOME ONLY
SD,SPECIAL SERVICES ARE LEASEHOLD OR MOBILE HOME OR BOTH
SE,DEBTOR ELECTS TO BE CONSIDERED AS A SMALL BUSINESS UNDER 11 U.S.C
SF,SENSOR FAULT
SG,STREET LIGHTS ARE PUBLIC
SH,SPECIAL SERVICES ARE LEASEHOLD OR SUBLEASEHOLD OR BOTH
SI,HAZARDOUS WASTE
SJ,PEST INFESTATION
SK,ROAD MAINTENANCE REQUIRED
SL,SPEECH LIMITATIONS
SM,CURRENTLY SERVING IN MILITARY
SN,MAJOR BASE SUPPORT
SO,CRITICAL SUPPORT LEVEL MET
SP,STREET IS PUBLIC
SPP,SPECIALTY IS PRIMARY
SPS,SPECIALTY IS SECONDARY
SQ,LOCAL WAGES IN EFFECT
SR,FEDERAL WORKER DISPLACEMENT
SS,ADVERSE ZONING
ST,NEW SERVICES REQUESTED
SU,CONTINUED SERVICES REQUESTED
SUB,SUBROGATION OPEN
SV,MAJOR CORPORATION/HIGH TECH
SW,SIDEWALK IS PUBLIC
SX,COLLECTIVE BARGAINING AGREEMENT SENT BY MAIL
SY,COLLECTIVE BARGAINING AGREEMENT SENT BY FACSIMILE
SZ,CONTRACT
T0,UNDER CONTRACT
T1,ROAD TEST PERFORMED WITH NO PROBLEMS REPORTED
T2,ROAD TEST PERFORMED WITH PROBLEMS REPORTED
T3,TIRES' BRAND MATCH
T4,REAL ESTATE TAXES ARE CURRENT
T5,HAZARD INSURANCE IS CURRENT
T6,TERMINATE GUARANTEE
T7,ATYPICAL EXTERNAL CONDITION
T8,SUBSIDENCE (SETTLEMENT OF GROUND SURFACE CAUSED BY LOSS OF SUPPOR
T9,UTILITIES INADEQUATE
TA,COLLECTIVE BARGAINING AGREEMENT SENT BY ELECTRONIC BULLETIN BOARD
TB,DEBTOR HAS NO CREDITORS HOLDING UNSECURED NONPRIORITY CLAIMS
TC,TRANSPORT VIA CARGO AIRCRAFT
TD,ANNUAL LEAVE TAKEN
TE,ITEM IS SPECIAL TEST EQUIPMENT
TF,OPERATES AS REPRESENTATIVE FOR OTHERS
TG,CLAIM INVOLVES WORK RELATED DEATH
TH,"CLAIM DOES NOT INVOLVE WORK RELATED DEATH, DAYS AWAY FROM WORK, O"
TI,EMPLOYEE HAS NOT RECOVERED TO RETURN TO WORK
TJ,EMPLOYEE HAS RETIRED
TK,EMPLOYEE HAS RESIGNED
TL,EMPLOYEE IS PERMANENTLY AND TOTALLY DISABLED
TM,TRACTION MOTOR IS CUT OUT
TN,ATYPICAL QUALITY OF CONSTRUCTION
TNJ,TRAUMATIC INJURY
TO,ATYPICAL REMODELING
TP,TRANSPORT VIA PASSENGER AIRCRAFT
TQ,ATYPICAL ADDITIONS
TR,"TRANSFER TO BED, OR CHAIR, OR BOTH"
TS,ADVERSE MARKETING CONDITIONS IN SUBJECT PROPERTY'S NEIGHBORHOOD
TT,NEIGHBORHOOD WATER SOURCE IS PUBLIC
TU,NEIGHBORHOOD SEWAGE TREATMENT IS PUBLIC
TV,TELEPHONE NUMBER VERIFIED
TW,NEIGHBORHOOD STREET IS PUBLIC
